| Day                            | Time                           | Campus                         | Building & Room                |
| Tuesday                        | 1550 - 1850                    | DOUGLAS/COOK                   | HSB-209                        |
| Tuesday                        | 1930 - 2230                    | DOUGLAS/COOK                   | HSB-209                        |
| Wednesday                      | 0830 - 1130                    | DOUGLAS/COOK                   | HSB-209                        |
| Wednesday                      | 1210 - 1510                    | DOUGLAS/COOK                   | HSB-209                        |
| Wednesday                      | 1550 - 1850                    | DOUGLAS/COOK                   | HSB-209                        |
| Thursday                       | 1210 - 1510                    | DOUGLAS/COOK                   | HSB-209                        |
| Thursday                       | 1550 - 1850                    | DOUGLAS/COOK                   | HSB-209                        |
| Monday                         | 1755 - 1850                    | BUSCH                          | PHY-LH                         |
| Wednesday                      | 1755 - 1850                    | BUSCH                          | PHY-LH                         |
| Tuesday                        | 1210 - 1330                    | BUSCH                          | SEC-220                        |
| Monday                         | 1755 - 1850                    | BUSCH                          | PHY-LH                         |
| Wednesday                      | 1755 - 1850                    | BUSCH                          | PHY-LH                         |
| Tuesday                        | 1930 - 2050                    | BUSCH                          | SEC-204                        |
| Monday                         | 1755 - 1850                    | BUSCH                          | PHY-LH                         |
| Wednesday                      | 1755 - 1850                    | BUSCH                          | PHY-LH                         |
| Tuesday                        | 1550 - 1710                    | BUSCH                          | SEC-204                        |
| Monday                         | 1755 - 1850                    | BUSCH                          | PHY-LH                         |
| Wednesday                      | 1755 - 1850                    | BUSCH                          | PHY-LH                         |
| Tuesday                        | 1400 - 1520                    | BUSCH                          | SEC-208                        |
| Monday                         | 0845 - 0940                    | BUSCH                          | PHY-LH                         |
| Thursday                       | 0845 - 0940                    | BUSCH                          | PHY-LH                         |
| Tuesday                        | 1210 - 1330                    | BUSCH                          | SEC-218                        |
| Monday                         | 0845 - 0940                    | BUSCH                          | PHY-LH                         |
| Thursday                       | 0845 - 0940                    | BUSCH                          | PHY-LH                         |
| Tuesday                        | 0830 - 0950                    | BUSCH                          | SEC-204                        |
| Monday                         | 0845 - 0940                    | BUSCH                          | PHY-LH                         |
| Thursday                       | 0845 - 0940                    | BUSCH                          | PHY-LH                         |
| Wednesday                      | 1930 - 2050                    | BUSCH                          | SEC-204                        |
| Monday                         | 0845 - 0940                    | BUSCH                          | PHY-LH                         |
| Thursday                       | 0845 - 0940                    | BUSCH                          | PHY-LH                         |
| Wednesday                      | 1400 - 1520                    | BUSCH                          | SEC-204                        |
| Monday                         | 0845 - 0940                    | BUSCH                          | PHY-LH                         |
| Thursday                       | 0845 - 0940                    | BUSCH                          | PHY-LH                         |
| Tuesday                        | 1740 - 1900                    | BUSCH                          | SEC-204                        |
| Monday                         | 0845 - 0940                    | BUSCH                          | PHY-LH                         |
| Thursday                       | 0845 - 0940                    | BUSCH                          | PHY-LH                         |
| Wednesday                      | 1740 - 1900                    | BUSCH                          | SEC-218                        |
| Monday                         | 1035 - 1130                    | BUSCH                          | PHY-LH                         |
| Thursday                       | 1035 - 1130                    | BUSCH                          | PHY-LH                         |
| Tuesday                        | 1210 - 1330                    | BUSCH                          | SEC-206                        |
| Monday                         | 1035 - 1130                    | BUSCH                          | PHY-LH                         |
| Thursday                       | 1035 - 1130                    | BUSCH                          | PHY-LH                         |
| Wednesday                      | 0830 - 0950                    | BUSCH                          | SEC-204                        |
| Monday                         | 1035 - 1130                    | BUSCH                          | PHY-LH                         |
| Thursday                       | 1035 - 1130                    | BUSCH                          | PHY-LH                         |
| Wednesday                      | 1020 - 1140                    | BUSCH                          | SEC-216                        |
| Monday                         | 1035 - 1130                    | BUSCH                          | PHY-LH                         |
| Thursday                       | 1035 - 1130                    | BUSCH                          | PHY-LH                         |
| Tuesday                        | 1400 - 1520                    | BUSCH                          | SEC-218                        |
| Monday                         | 1035 - 1130                    | BUSCH                          | PHY-LH                         |
| Thursday                       | 1035 - 1130                    | BUSCH                          | PHY-LH                         |
| Wednesday                      | 1210 - 1330                    | BUSCH                          | SEC-218                        |
| Monday                         | 1035 - 1130                    | BUSCH                          | PHY-LH                         |
| Thursday                       | 1035 - 1130                    | BUSCH                          | PHY-LH                         |
| Wednesday                      | 1740 - 1900                    | BUSCH                          | SEC-204                        |
| Monday                         | 1035 - 1130                    | BUSCH                          | PHY-LH                         |
| Thursday                       | 1035 - 1130                    | BUSCH                          | PHY-LH                         |
| Wednesday                      | 1210 - 1330                    | BUSCH                          | SEC-204                        |
| Tuesday                        | 1400 - 1520                    | BUSCH                          | SEC-202                        |
| Thursday                       | 1400 - 1520                    | BUSCH                          | SEC-202                        |
| Wednesday                      | 1035 - 1130                    | BUSCH                          | SEC-204                        |
| Tuesday                        | 1400 - 1520                    | BUSCH                          | SEC-202                        |
| Thursday                       | 1400 - 1520                    | BUSCH                          | SEC-202                        |
| Wednesday                      | 1605 - 1700                    | BUSCH                          | SEC-204                        |
| Thursday                       | 1210 - 1510                    | BUSCH                          | SRN-225                        |
| Thursday                       | 1550 - 1850                    | BUSCH                          | SRN-225                        |
| Thursday                       | 1930 - 2230                    | BUSCH                          | SRN-225                        |
| Friday                         | 1210 - 1510                    | BUSCH                          | SRN-225                        |
| Monday                         | 1210 - 1510                    | BUSCH                          | SRN-225                        |
| Monday                         | 1550 - 1850                    | BUSCH                          | SRN-225                        |
| Tuesday                        | 1210 - 1510                    | BUSCH                          | SRN-225                        |
| Tuesday                        | 1550 - 1850                    | BUSCH                          | SRN-225                        |
| Wednesday                      | 1210 - 1510                    | BUSCH                          | SRN-225                        |
| Wednesday                      | 1550 - 1850                    | BUSCH                          | SRN-225                        |
| Monday                         | 1210 - 1510                    | BUSCH                          | SRN-228                        |
| Monday                         | 1550 - 1850                    | BUSCH                          | SRN-228                        |
| Tuesday                        | 1210 - 1510                    | BUSCH                          | SRN-228                        |
| Tuesday                        | 1550 - 1850                    | BUSCH                          | SRN-228                        |
| Wednesday                      | 1210 - 1510                    | BUSCH                          | SRN-228                        |
| Wednesday                      | 1550 - 1850                    | BUSCH                          | SRN-228                        |
| Monday                         | 1225 - 1320                    | BUSCH                          | PHY-LH                         |
| Thursday                       | 1225 - 1320                    | BUSCH                          | PHY-LH                         |
| Wednesday                      | 1210 - 1330                    | BUSCH                          | CCB-1203                       |
| Monday                         | 1225 - 1320                    | BUSCH                          | PHY-LH                         |
| Thursday                       | 1225 - 1320                    | BUSCH                          | PHY-LH                         |
| Wednesday                      | 1020 - 1140                    | BUSCH                          | CCB-1203                       |
| Monday                         | 1225 - 1320                    | BUSCH                          | PHY-LH                         |
| Thursday                       | 1225 - 1320                    | BUSCH                          | PHY-LH                         |
| Wednesday                      | 0830 - 0950                    | BUSCH                          | CCB-1209                       |
| Monday                         | 1225 - 1320                    | BUSCH                          | PHY-LH                         |
| Thursday                       | 1225 - 1320                    | BUSCH                          | PHY-LH                         |
| Tuesday                        | 1400 - 1520                    | BUSCH                          | CCB-1203                       |
| Monday                         | 1225 - 1320                    | BUSCH                          | PHY-LH                         |
| Thursday                       | 1225 - 1320                    | BUSCH                          | PHY-LH                         |
| Tuesday                        | 1020 - 1140                    | BUSCH                          | CCB-1203                       |
| Monday                         | 1740 - 2040                    | BUSCH                          | SRN-106                        |
| Tuesday                        | 1740 - 2040                    | BUSCH                          | SRN-106                        |
| Wednesday                      | 1210 - 1510                    | BUSCH                          | SRN-106                        |
| Friday                         | 1400 - 1700                    | BUSCH                          | SRN-106                        |
| Friday                         | 1020 - 1320                    | BUSCH                          | SRN-106                        |
| Monday                         | 1210 - 1330                    | BUSCH                          | SEC-205                        |
| Wednesday                      | 1400 - 1520                    | BUSCH                          | RWH-208                        |
| Monday                         | 1210 - 1330                    | BUSCH                          | SEC-205                        |
| Wednesday                      | 1210 - 1330                    | BUSCH                          | RWH-208                        |
| Wednesday                      | 1020 - 1140                    | BUSCH                          | ARC-105                        |
| Monday                         | 0830 - 1130                    | BUSCH                          | SRN-101                        |
| Wednesday                      | 1020 - 1140                    | BUSCH                          | ARC-105                        |
| Tuesday                        | 1020 - 1320                    | BUSCH                          | SRN-101                        |
| Wednesday                      | 1020 - 1140                    | BUSCH                          | ARC-105                        |
| Tuesday                        | 1550 - 1850                    | BUSCH                          | SRN-101                        |
| Wednesday                      | 1020 - 1140                    | BUSCH                          | ARC-105                        |
| Thursday                       | 1550 - 1850                    | BUSCH                          | SRN-101                        |
| Monday                         | 1400 - 1520                    | BUSCH                          | ARC-105                        |
| Wednesday                      | 1400 - 1520                    | BUSCH                          | ARC-105                        |
| Monday                         | 1020 - 1140                    | BUSCH                          | SEC-220                        |
| Thursday                       | 1020 - 1140                    | BUSCH                          | SEC-220                        |
| Tuesday                        | 1020 - 1140                    | BUSCH                          | SEC-203                        |
| Friday                         | 1020 - 1140                    | BUSCH                          | SEC-203                        |
| Tuesday                        | 1550 - 1710                    | BUSCH                          | SEC-218                        |
| Tuesday                        | 1210 - 1330                    | BUSCH                          | HLL-116                        |
| Friday                         | 1210 - 1330                    | BUSCH                          | HLL-116                        |
| Monday                         | 1210 - 1330                    | BUSCH                          | ARC-105                        |
| Thursday                       | 1210 - 1330                    | BUSCH                          | ARC-105                        |
| Tuesday                        | 1550 - 1710                    | BUSCH                          | SRN-133                        |
| Thursday                       | 1550 - 1710                    | BUSCH                          | SRN-133                        |
| Monday                         | 1400 - 1520                    | BUSCH                          | SEC-205                        |
| Wednesday                      | 1400 - 1520                    | BUSCH                          | SEC-205                        |
| Monday                         | 1020 - 1140                    | BUSCH                          | SEC-206                        |
| Thursday                       | 1020 - 1140                    | BUSCH                          | SEC-206                        |
| Monday                         | 1400 - 1520                    | BUSCH                          | SEC-202                        |
| Wednesday                      | 1400 - 1520                    | BUSCH                          | SEC-202                        |
| Tuesday                        | 1400 - 1520                    | BUSCH                          | SEC-206                        |
| Thursday                       | 1400 - 1520                    | BUSCH                          | SEC-206                        |
| Wednesday                      | 1210 - 1330                    | BUSCH                          | ARC-206                        |
| Friday                         | 1400 - 1520                    | BUSCH                          | ARC-206                        |
| Monday                         | 1020 - 1140                    | COLLEGE AVENUE                 | SC-216                         |
| Wednesday                      | 1020 - 1140                    | COLLEGE AVENUE                 | SC-216                         |
| Thursday                       | 1020 - 1140                    | COLLEGE AVENUE                 | SC-216                         |
| Monday                         | 1210 - 1330                    | COLLEGE AVENUE                 | HC-S124                        |
| Wednesday                      | 1210 - 1330                    | COLLEGE AVENUE                 | HC-S124                        |
| Thursday                       | 1210 - 1330                    | COLLEGE AVENUE                 | HC-S124                        |
| Monday                         | 1020 - 1140                    | COLLEGE AVENUE                 | VH-105                         |
| Thursday                       | 1020 - 1140                    | COLLEGE AVENUE                 | VH-105                         |
| Tuesday                        | 1400 - 1520                    | DOUGLAS/COOK                   | HCK-130                        |
| Monday                         | 1020 - 1140                    | COLLEGE AVENUE                 | VH-105                         |
| Thursday                       | 1020 - 1140                    | COLLEGE AVENUE                 | VH-105                         |
| Wednesday                      | 1210 - 1330                    | COLLEGE AVENUE                 | FH-A4                          |
| Monday                         | 1020 - 1140                    | COLLEGE AVENUE                 | VH-105                         |
| Thursday                       | 1020 - 1140                    | COLLEGE AVENUE                 | VH-105                         |
| Wednesday                      | 1020 - 1140                    | COLLEGE AVENUE                 | FH-B2                          |
| Monday                         | 1020 - 1140                    | COLLEGE AVENUE                 | VH-105                         |
| Thursday                       | 1020 - 1140                    | COLLEGE AVENUE                 | VH-105                         |
| Tuesday                        | 1550 - 1710                    | COLLEGE AVENUE                 | FH-B3                          |
| Monday                         | 1020 - 1140                    | COLLEGE AVENUE                 | VH-105                         |
| Thursday                       | 1020 - 1140                    | COLLEGE AVENUE                 | VH-105                         |
| Tuesday                        | 1210 - 1330                    | COLLEGE AVENUE                 | FH-A3                          |
| Monday                         | 1020 - 1140                    | COLLEGE AVENUE                 | VH-105                         |
| Thursday                       | 1020 - 1140                    | COLLEGE AVENUE                 | VH-105                         |
| Wednesday                      | 1210 - 1330                    | COLLEGE AVENUE                 | CI-101                         |
| Tuesday                        | 1740 - 1900                    | COLLEGE AVENUE                 | CA-A4                          |
| Thursday                       | 1740 - 1900                    | COLLEGE AVENUE                 | CA-A4                          |
| Monday                         | 1020 - 1140                    | COLLEGE AVENUE                 | VH-105                         |
| Thursday                       | 1020 - 1140                    | COLLEGE AVENUE                 | VH-105                         |
| Tuesday                        | 1740 - 1900                    | COLLEGE AVENUE                 | FH-B4                          |
| Monday                         | 1550 - 1710                    | COLLEGE AVENUE                 | VH-105                         |
| Wednesday                      | 1550 - 1710                    | COLLEGE AVENUE                 | VH-105                         |
| Tuesday                        | 1020 - 1140                    | COLLEGE AVENUE                 | FH-B5                          |
| Monday                         | 1550 - 1710                    | COLLEGE AVENUE                 | VH-105                         |
| Wednesday                      | 1550 - 1710                    | COLLEGE AVENUE                 | VH-105                         |
| Tuesday                        | 1930 - 2050                    | COLLEGE AVENUE                 | CA-A3                          |
| Monday                         | 1550 - 1710                    | COLLEGE AVENUE                 | VH-105                         |
| Wednesday                      | 1550 - 1710                    | COLLEGE AVENUE                 | VH-105                         |
| Tuesday                        | 1210 - 1330                    | COLLEGE AVENUE                 | HH-B6                          |
| Monday                         | 1550 - 1710                    | COLLEGE AVENUE                 | VH-105                         |
| Wednesday                      | 1550 - 1710                    | COLLEGE AVENUE                 | VH-105                         |
| Tuesday                        | 1930 - 2050                    | COLLEGE AVENUE                 | FH-B4                          |
| Monday                         | 1550 - 1710                    | COLLEGE AVENUE                 | VH-105                         |
| Wednesday                      | 1550 - 1710                    | COLLEGE AVENUE                 | VH-105                         |
| Tuesday                        | 1020 - 1140                    | COLLEGE AVENUE                 | FH-B1                          |
| Monday                         | 1550 - 1710                    | COLLEGE AVENUE                 | VH-105                         |
| Wednesday                      | 1550 - 1710                    | COLLEGE AVENUE                 | VH-105                         |
| Tuesday                        | 0830 - 0950                    | COLLEGE AVENUE                 | FH-B3                          |
| Tuesday                        | 1550 - 1710                    | DOUGLAS/COOK                   | LOR-022                        |
| Thursday                       | 1550 - 1710                    | DOUGLAS/COOK                   | LOR-022                        |
| Friday                         | 1400 - 1520                    | DOUGLAS/COOK                   | HCK-113                        |
| Tuesday                        | 1550 - 1710                    | DOUGLAS/COOK                   | LOR-022                        |
| Thursday                       | 1550 - 1710                    | DOUGLAS/COOK                   | LOR-022                        |
| Wednesday                      | 0830 - 0950                    | DOUGLAS/COOK                   | HCK-118                        |
| Tuesday                        | 1550 - 1710                    | DOUGLAS/COOK                   | LOR-022                        |
| Thursday                       | 1550 - 1710                    | DOUGLAS/COOK                   | LOR-022                        |
| Friday                         | 1020 - 1140                    | DOUGLAS/COOK                   | HCK-112                        |
| Tuesday                        | 1550 - 1710                    | DOUGLAS/COOK                   | LOR-022                        |
| Thursday                       | 1550 - 1710                    | DOUGLAS/COOK                   | LOR-022                        |
| Thursday                       | 1020 - 1140                    | DOUGLAS/COOK                   | HCK-131                        |
| Tuesday                        | 1550 - 1710                    | DOUGLAS/COOK                   | LOR-022                        |
| Thursday                       | 1550 - 1710                    | DOUGLAS/COOK                   | LOR-022                        |
| Wednesday                      | 1020 - 1140                    | DOUGLAS/COOK                   | HCK-127                        |
| Tuesday                        | 1550 - 1710                    | DOUGLAS/COOK                   | LOR-022                        |
| Thursday                       | 1550 - 1710                    | DOUGLAS/COOK                   | LOR-022                        |
| Wednesday                      | 0830 - 1130                    | DOUGLAS/COOK                   | HCK-113                        |
| Monday                         | 1210 - 1330                    | DOUGLAS/COOK                   | LOR-020                        |
| Thursday                       | 1210 - 1330                    | DOUGLAS/COOK                   | LOR-020                        |
| Wednesday                      | 1400 - 1520                    | DOUGLAS/COOK                   | HCK-127                        |
| Monday                         | 1210 - 1330                    | DOUGLAS/COOK                   | LOR-020                        |
| Thursday                       | 1210 - 1330                    | DOUGLAS/COOK                   | LOR-020                        |
| Tuesday                        | 1400 - 1520                    | DOUGLAS/COOK                   | HCK-118                        |
| Monday                         | 1210 - 1330                    | DOUGLAS/COOK                   | LOR-020                        |
| Thursday                       | 1210 - 1330                    | DOUGLAS/COOK                   | LOR-020                        |
| Tuesday                        | 1740 - 1900                    | DOUGLAS/COOK                   | HCK-113                        |
| Tuesday                        | 1400 - 1520                    | COLLEGE AVENUE                 | SC-123                         |
| Thursday                       | 1400 - 1520                    | COLLEGE AVENUE                 | SC-123                         |
| Wednesday                      | 1210 - 1330                    | COLLEGE AVENUE                 | FH-B6                          |
| Tuesday                        | 1400 - 1520                    | COLLEGE AVENUE                 | SC-123                         |
| Thursday                       | 1400 - 1520                    | COLLEGE AVENUE                 | SC-123                         |
| Wednesday                      | 1210 - 1330                    | COLLEGE AVENUE                 | HH-A1                          |
| Tuesday                        | 1400 - 1520                    | COLLEGE AVENUE                 | SC-123                         |
| Thursday                       | 1400 - 1520                    | COLLEGE AVENUE                 | SC-123                         |
| Wednesday                      | 1400 - 1520                    | DOUGLAS/COOK                   | HCK-113                        |
| Tuesday                        | 1400 - 1520                    | COLLEGE AVENUE                 | SC-123                         |
| Thursday                       | 1400 - 1520                    | COLLEGE AVENUE                 | SC-123                         |
| Wednesday                      | 1400 - 1520                    | LIVINGSTON                     | TIL-103B                       |
| Tuesday                        | 1400 - 1520                    | COLLEGE AVENUE                 | SC-123                         |
| Thursday                       | 1400 - 1520                    | COLLEGE AVENUE                 | SC-123                         |
| Wednesday                      | 1550 - 1710                    | LIVINGSTON                     | BE-011                         |
| Tuesday                        | 1400 - 1520                    | COLLEGE AVENUE                 | SC-123                         |
| Thursday                       | 1400 - 1520                    | COLLEGE AVENUE                 | SC-123                         |
| Wednesday                      | 1550 - 1710                    | LIVINGSTON                     | LSH-B110                       |
| Tuesday                        | 1400 - 1520                    | COLLEGE AVENUE                 | SC-123                         |
| Thursday                       | 1400 - 1520                    | COLLEGE AVENUE                 | SC-123                         |
| Wednesday                      | 1020 - 1140                    | COLLEGE AVENUE                 | HH-A4                          |
| Tuesday                        | 1400 - 1520                    | COLLEGE AVENUE                 | SC-123                         |
| Thursday                       | 1400 - 1520                    | COLLEGE AVENUE                 | SC-123                         |
| Wednesday                      | 1020 - 1140                    | DOUGLAS/COOK                   | HCK-112                        |
| Tuesday                        | 1400 - 1520                    | COLLEGE AVENUE                 | SC-123                         |
| Thursday                       | 1400 - 1520                    | COLLEGE AVENUE                 | SC-123                         |
| Thursday                       | 1550 - 1710                    | COLLEGE AVENUE                 | MU-115                         |
| Tuesday                        | 1400 - 1520                    | COLLEGE AVENUE                 | SC-123                         |
| Thursday                       | 1400 - 1520                    | COLLEGE AVENUE                 | SC-123                         |
| Wednesday                      | 1020 - 1140                    | COLLEGE AVENUE                 | FH-A4                          |
| Tuesday                        | 1400 - 1520                    | COLLEGE AVENUE                 | SC-123                         |
| Thursday                       | 1400 - 1520                    | COLLEGE AVENUE                 | SC-123                         |
| Wednesday                      | 1020 - 1140                    | COLLEGE AVENUE                 | FH-B4                          |
| Tuesday                        | 1400 - 1520                    | COLLEGE AVENUE                 | SC-123                         |
| Thursday                       | 1400 - 1520                    | COLLEGE AVENUE                 | SC-123                         |
| Wednesday                      | 1550 - 1710                    | COLLEGE AVENUE                 | FH-B1                          |
| Tuesday                        | 1740 - 1900                    | DOUGLAS/COOK                   | CDL-109                        |
| Thursday                       | 1740 - 1900                    | DOUGLAS/COOK                   | CDL-109                        |
| Monday                         | 1020 - 1140                    | DOUGLAS/COOK                   | WD-LIB                         |
| Monday                         | 1930 - 2050                    | DOUGLAS/COOK                   | HCK-211                        |
| Wednesday                      | 1930 - 2050                    | DOUGLAS/COOK                   | HCK-211                        |
| Monday                         | 1400 - 1520                    | DOUGLAS/COOK                   | RAB-207                        |
| Wednesday                      | 1400 - 1520                    | DOUGLAS/COOK                   | RAB-207                        |
| Monday                         | 1020 - 1140                    | DOUGLAS/COOK                   | HCK-126                        |
| Thursday                       | 1020 - 1140                    | DOUGLAS/COOK                   | HCK-126                        |
| Tuesday                        | 1550 - 1710                    | COLLEGE AVENUE                 | HH-A7                          |
| Thursday                       | 1550 - 1710                    | COLLEGE AVENUE                 | HH-A7                          |
| Monday                         | 1020 - 1140                    | DOUGLAS/COOK                   | WD-DRAW                        |
| Thursday                       | 1020 - 1140                    | DOUGLAS/COOK                   | WD-DRAW                        |
| Tuesday                        | 0830 - 1130                    | DOUGLAS/COOK                   | HCK-211                        |
| Monday                         | 1740 - 1900                    | DOUGLAS/COOK                   | HCK-211                        |
| Wednesday                      | 1740 - 1900                    | DOUGLAS/COOK                   | HCK-211                        |
| Monday                         | 1400 - 1520                    | COLLEGE AVENUE                 | AB-4400                        |
| Wednesday                      | 1400 - 1520                    | COLLEGE AVENUE                 | AB-4400                        |
| Thursday                       | 1210 - 1330                    | COLLEGE AVENUE                 | AB-1230                        |
| Monday                         | 1400 - 1520                    | COLLEGE AVENUE                 | AB-4400                        |
| Wednesday                      | 1400 - 1520                    | COLLEGE AVENUE                 | AB-4400                        |
| Thursday                       | 1550 - 1710                    | COLLEGE AVENUE                 | AB-1230                        |
| Monday                         | 1400 - 1520                    | COLLEGE AVENUE                 | AB-4400                        |
| Wednesday                      | 1400 - 1520                    | COLLEGE AVENUE                 | AB-4400                        |
| Thursday                       | 1400 - 1520                    | COLLEGE AVENUE                 | AB-1220                        |
| Tuesday                        | 1930 - 2050                    | DOUGLAS/COOK                   | HCK-130                        |
| Thursday                       | 1930 - 2050                    | DOUGLAS/COOK                   | HCK-130                        |
| Monday                         | 1400 - 1520                    | COLLEGE AVENUE                 | AB-4400                        |
| Wednesday                      | 1400 - 1520                    | COLLEGE AVENUE                 | AB-4400                        |
| Tuesday                        | 1020 - 1140                    | COLLEGE AVENUE                 | AB-1210                        |
| Monday                         | 1400 - 1520                    | DOUGLAS/COOK                   | FNH-101                        |
| Wednesday                      | 1400 - 1520                    | DOUGLAS/COOK                   | FNH-101                        |
| Tuesday                        | 1400 - 1520                    | DOUGLAS/COOK                   | HCK-201                        |
| Thursday                       | 1400 - 1520                    | DOUGLAS/COOK                   | HCK-201                        |
| Monday                         | 1400 - 1520                    | DOUGLAS/COOK                   | CDL-109                        |
| Wednesday                      | 1400 - 1520                    | DOUGLAS/COOK                   | CDL-109                        |
| Tuesday                        | 1740 - 2040                    | COLLEGE AVENUE                 | AB-1180                        |
| Monday                         | 1400 - 1520                    | DOUGLAS/COOK                   | HCK-201                        |
| Wednesday                      | 1400 - 1520                    | DOUGLAS/COOK                   | HCK-201                        |
| Monday                         | 1550 - 1710                    | DOUGLAS/COOK                   | HCK-131                        |
| Wednesday                      | 1550 - 1710                    | DOUGLAS/COOK                   | HCK-131                        |
| Tuesday                        | 1550 - 1710                    | DOUGLAS/COOK                   | HCK-113                        |
| Thursday                       | 1550 - 1710                    | DOUGLAS/COOK                   | HCK-113                        |
| Tuesday                        | 1550 - 1710                    | DOUGLAS/COOK                   | CDL-109                        |
| Thursday                       | 1550 - 1710                    | DOUGLAS/COOK                   | CDL-109                        |
| Monday                         | 0830 - 0950                    | DOUGLAS/COOK                   | CDL-109                        |
| Thursday                       | 0830 - 0950                    | DOUGLAS/COOK                   | CDL-109                        |
| Monday                         | 1020 - 1140                    | DOUGLAS/COOK                   | HCK-216                        |
| Thursday                       | 1020 - 1140                    | DOUGLAS/COOK                   | HCK-216                        |
| Tuesday                        | 1400 - 1520                    | DOUGLAS/COOK                   | FS-101                         |
| Thursday                       | 1400 - 1520                    | DOUGLAS/COOK                   | FS-101                         |
| Monday                         | 1400 - 1520                    | DOUGLAS/COOK                   | RAB-206                        |
| Wednesday                      | 1400 - 1520                    | DOUGLAS/COOK                   | RAB-206                        |
| Tuesday                        | 1550 - 1710                    | DOUGLAS/COOK                   | HCK-127                        |
| Thursday                       | 1550 - 1710                    | DOUGLAS/COOK                   | HCK-127                        |
| Wednesday                      | 1400 - 1700                    | DOUGLAS/COOK                   | WD-DRAW                        |
| Tuesday                        | 1550 - 1710                    | DOUGLAS/COOK                   | HCK-114                        |
| Thursday                       | 1550 - 1710                    | DOUGLAS/COOK                   | HCK-114                        |
| Monday                         | 1550 - 1710                    | DOUGLAS/COOK                   | CDL-102                        |
| Wednesday                      | 1550 - 1710                    | DOUGLAS/COOK                   | CDL-102                        |
| Tuesday                        | 1740 - 1900                    | DOUGLAS/COOK                   | HCK-216                        |
| Thursday                       | 1740 - 1900                    | DOUGLAS/COOK                   | HCK-216                        |
| Monday                         | 1210 - 1510                    | DOUGLAS/COOK                   | WD-DRAW                        |
| Tuesday                        | 1550 - 1850                    | DOUGLAS/COOK                   | RAB-105                        |
| Monday                         | 1740 - 2040                    | DOUGLAS/COOK                   | FNH-205                        |
| Monday                         | 1400 - 1700                    | COLLEGE AVENUE                 | MH-115                         |
| Thursday                       | 1400 - 1700                    | DOUGLAS/COOK                   | LEC-133                        |
| Monday                         | 1550 - 1710                    | DOUGLAS/COOK                   | HCK-119                        |
| Wednesday                      | 1550 - 1710                    | DOUGLAS/COOK                   | HCK-119                        |
| Thursday                       | 0830 - 1130                    | DOUGLAS/COOK                   | HCK-201                        |
| Monday                         | 1020 - 1140                    | DOUGLAS/COOK                   | HSB-201                        |
| Thursday                       | 1020 - 1140                    | DOUGLAS/COOK                   | HSB-201                        |
| Monday                         | 1400 - 1700                    | DOUGLAS/COOK                   | HCK-214                        |
| Tuesday                        | 1740 - 1900                    | COLLEGE AVENUE                 | MU-213                         |
| Thursday                       | 1740 - 1900                    | COLLEGE AVENUE                 | MU-213                         |
| Thursday                       | 1400 - 1700                    | DOUGLAS/COOK                   | HCK-214                        |
| Monday                         | 1020 - 1320                    | DOUGLAS/COOK                   | HCK-131                        |
| Monday                         | 1020 - 1140                    | DOUGLAS/COOK                   | HCK-205                        |
| Thursday                       | 1020 - 1140                    | DOUGLAS/COOK                   | HCK-205                        |
| Monday                         | 1210 - 1330                    | DOUGLAS/COOK                   | HCK-118                        |
| Thursday                       | 1210 - 1330                    | DOUGLAS/COOK                   | HCK-118                        |
| Tuesday                        | 1740 - 2040                    | COLLEGE AVENUE                 | HH-A2                          |
| Thursday                       | 1740 - 2040                    | LIVINGSTON                     | TIL-103B                       |
| Monday                         | 1020 - 1140                    | DOUGLAS/COOK                   | BIO-205                        |
| Thursday                       | 1020 - 1140                    | DOUGLAS/COOK                   | BIO-205                        |
| Monday                         | 1400 - 1520                    | DOUGLAS/COOK                   | HCK-204                        |
| Wednesday                      | 1400 - 1520                    | DOUGLAS/COOK                   | HCK-204                        |
| Wednesday                      | 1020 - 1320                    | DOUGLAS/COOK                   | HCK-114                        |
| Wednesday                      | 1020 - 1320                    | DOUGLAS/COOK                   | HCK-122                        |
