| Day                            | Time                           | Campus                         | Building & Room                |
| Monday                         | 3:50 PM - 5:10 PM              | Busch                          | RWH-105                        |
| Wednesday                      | 3:50 PM - 5:10 PM              | Busch                          | RWH-105                        |
| Monday                         | 3:50 PM - 5:10 PM              | Busch                          | RWH-105                        |
| Wednesday                      | 3:50 PM - 5:10 PM              | Busch                          | RWH-105                        |
| Wednesday                      | 10:20 AM - 11:40 AM            | Busch                          | SEC-111                        |
| Friday                         | 3:50 PM - 5:10 PM              | Busch                          | SEC-111                        |
| Wednesday                      | 10:20 AM - 11:40 AM            | Busch                          | SEC-111                        |
| Friday                         | 3:50 PM - 5:10 PM              | Busch                          | SEC-111                        |
| Wednesday                      | 12:10 PM - 1:30 PM             | Busch                          | SEC-111                        |
| Friday                         | 2:00 PM - 3:20 PM              | Busch                          | SEC-111                        |
| Monday                         | 12:10 PM - 3:10 PM             | Busch                          | EN-D123                        |
| Wednesday                      | 12:10 PM - 1:30 PM             | Busch                          | SEC-111                        |
| Friday                         | 2:00 PM - 3:20 PM              | Busch                          | SEC-111                        |
| Tuesday                        | 8:30 AM - 11:30 AM             | Busch                          | EN-D123                        |
| Wednesday                      | 12:10 PM - 1:30 PM             | Busch                          | SEC-111                        |
| Friday                         | 2:00 PM - 3:20 PM              | Busch                          | SEC-111                        |
| Friday                         | 8:30 AM - 11:30 AM             | Busch                          | EN-D123                        |
| Wednesday                      | 12:10 PM - 1:30 PM             | Busch                          | SEC-111                        |
| Friday                         | 2:00 PM - 3:20 PM              | Busch                          | SEC-111                        |
| Wednesday                      | 8:30 AM - 11:30 AM             | Busch                          | EN-D123                        |
| Wednesday                      | 12:10 PM - 1:30 PM             | Busch                          | SEC-111                        |
| Friday                         | 2:00 PM - 3:20 PM              | Busch                          | SEC-111                        |
| Thursday                       | 12:10 PM - 3:10 PM             | Busch                          | EN-D123                        |
| Wednesday                      | 12:10 PM - 1:30 PM             | Busch                          | SEC-111                        |
| Friday                         | 2:00 PM - 3:20 PM              | Busch                          | SEC-111                        |
| Monday                         | 3:50 PM - 6:50 PM              | Busch                          | EN-D123                        |
| Wednesday                      | 12:10 PM - 1:30 PM             | Busch                          | SEC-111                        |
| Friday                         | 2:00 PM - 3:20 PM              | Busch                          | SEC-111                        |
| Wednesday                      | 3:50 PM - 6:50 PM              | Busch                          | EN-D123                        |
| Wednesday                      | 12:10 PM - 1:30 PM             | Busch                          | SEC-111                        |
| Friday                         | 2:00 PM - 3:20 PM              | Busch                          | SEC-111                        |
| Monday                         | 8:30 AM - 11:30 AM             | Busch                          | EN-D123                        |
| Wednesday                      | 12:10 PM - 1:30 PM             | Busch                          | SEC-111                        |
| Friday                         | 2:00 PM - 3:20 PM              | Busch                          | SEC-111                        |
| Tuesday                        | 12:10 PM - 3:10 PM             | Busch                          | EN-D123                        |
| Monday                         | 8:30 AM - 9:50 AM              | Busch                          | ARC-103                        |
| Thursday                       | 8:30 AM - 9:50 AM              | Busch                          | ARC-103                        |
| Monday                         | 8:30 AM - 9:50 AM              | Busch                          | ARC-103                        |
| Thursday                       | 8:30 AM - 9:50 AM              | Busch                          | ARC-103                        |
| Tuesday                        | 8:30 AM - 9:50 AM              | Busch                          | RWH-102                        |
| Friday                         | 8:30 AM - 9:50 AM              | Busch                          | RWH-102                        |
| Tuesday                        | 10:20 AM - 11:40 AM            | Busch                          | EN-D110                        |
| Tuesday                        | 8:30 AM - 9:50 AM              | Busch                          | RWH-102                        |
| Friday                         | 8:30 AM - 9:50 AM              | Busch                          | RWH-102                        |
| Tuesday                        | 2:00 PM - 3:20 PM              | Busch                          | EN-D110                        |
| Tuesday                        | 8:30 AM - 9:50 AM              | Busch                          | RWH-102                        |
| Friday                         | 8:30 AM - 9:50 AM              | Busch                          | RWH-102                        |
| Thursday                       | 2:00 PM - 3:20 PM              | Busch                          | EN-D110                        |
| Tuesday                        | 8:30 AM - 9:50 AM              | Busch                          | RWH-102                        |
| Friday                         | 8:30 AM - 9:50 AM              | Busch                          | RWH-102                        |
| Thursday                       | 10:20 AM - 11:40 AM            | Busch                          | EN-D110                        |
| Tuesday                        | 8:30 AM - 9:50 AM              | Busch                          | RWH-102                        |
| Friday                         | 8:30 AM - 9:50 AM              | Busch                          | RWH-102                        |
| Thursday                       | 12:10 PM - 1:30 PM             | Busch                          | EN-D110                        |
| Tuesday                        | 8:30 AM - 9:50 AM              | Busch                          | RWH-102                        |
| Friday                         | 8:30 AM - 9:50 AM              | Busch                          | RWH-102                        |
| Tuesday                        | 12:10 PM - 1:30 PM             | Busch                          | EN-D110                        |
| Monday                         | 7:30 PM - 8:50 PM              | Busch                          | EN-B125                        |
| Wednesday                      | 7:30 PM - 8:50 PM              | Busch                          | EN-B125                        |
| Thursday                       | 5:40 PM - 8:40 PM              | Busch                          | EN-B125                        |
| Monday                         | 5:40 PM - 7:00 PM              | Busch                          | EN-B125                        |
| Wednesday                      | 5:40 PM - 7:00 PM              | Busch                          | EN-B125                        |
| Tuesday                        | 2:00 PM - 3:20 PM              | Livingston                     | TIL-254                        |
| Thursday                       | 2:00 PM - 3:20 PM              | Livingston                     | TIL-254                        |
| Tuesday                        | 2:00 PM - 3:20 PM              | Livingston                     | TIL-254                        |
| Thursday                       | 2:00 PM - 3:20 PM              | Livingston                     | TIL-254                        |
| Tuesday                        | 3:50 PM - 5:10 PM              | Busch                          | EN-D123                        |
| Wednesday                      | 12:10 PM - 1:30 PM             | Busch                          | EN-D123                        |
| Thursday                       | 10:20 AM - 11:40 AM            | Busch                          | EN-D123                        |
| Thursday                       | 3:50 PM - 5:10 PM              | Busch                          | EN-D123                        |
| Friday                         | 12:10 PM - 1:30 PM             | Busch                          | EN-D123                        |
| Wednesday                      | 2:00 PM - 3:20 PM              | Busch                          | EN-D123                        |
| Tuesday                        | 3:50 PM - 5:10 PM              | Busch                          | EN-D123                        |
| Wednesday                      | 12:10 PM - 1:30 PM             | Busch                          | EN-D123                        |
| Thursday                       | 10:20 AM - 11:40 AM            | Busch                          | EN-D123                        |
| Thursday                       | 3:50 PM - 5:10 PM              | Busch                          | EN-D123                        |
| Friday                         | 12:10 PM - 1:30 PM             | Busch                          | EN-D123                        |
| Wednesday                      | 2:00 PM - 3:20 PM              | Busch                          | EN-D123                        |
| Tuesday                        | 3:50 PM - 5:10 PM              | Busch                          | EN-D123                        |
| Wednesday                      | 12:10 PM - 1:30 PM             | Busch                          | EN-D123                        |
| Thursday                       | 10:20 AM - 11:40 AM            | Busch                          | EN-D123                        |
| Thursday                       | 3:50 PM - 5:10 PM              | Busch                          | EN-D123                        |
| Friday                         | 12:10 PM - 1:30 PM             | Busch                          | EN-D123                        |
| Wednesday                      | 2:00 PM - 3:20 PM              | Busch                          | EN-D123                        |
| Tuesday                        | 3:50 PM - 5:10 PM              | Busch                          | EN-D123                        |
| Wednesday                      | 12:10 PM - 1:30 PM             | Busch                          | EN-D123                        |
| Thursday                       | 10:20 AM - 11:40 AM            | Busch                          | EN-D123                        |
| Thursday                       | 3:50 PM - 5:10 PM              | Busch                          | EN-D123                        |
| Friday                         | 12:10 PM - 1:30 PM             | Busch                          | EN-D123                        |
| Wednesday                      | 2:00 PM - 3:20 PM              | Busch                          | EN-D123                        |
| Tuesday                        | 3:50 PM - 5:10 PM              | Busch                          | EN-D123                        |
| Wednesday                      | 12:10 PM - 1:30 PM             | Busch                          | EN-D123                        |
| Thursday                       | 10:20 AM - 11:40 AM            | Busch                          | EN-D123                        |
| Thursday                       | 3:50 PM - 5:10 PM              | Busch                          | EN-D123                        |
| Friday                         | 12:10 PM - 1:30 PM             | Busch                          | EN-D123                        |
| Wednesday                      | 2:00 PM - 3:20 PM              | Busch                          | EN-D123                        |
| Tuesday                        | 3:50 PM - 5:10 PM              | Busch                          | EN-D123                        |
| Wednesday                      | 12:10 PM - 1:30 PM             | Busch                          | EN-D123                        |
| Thursday                       | 10:20 AM - 11:40 AM            | Busch                          | EN-D123                        |
| Thursday                       | 3:50 PM - 5:10 PM              | Busch                          | EN-D123                        |
| Friday                         | 12:10 PM - 1:30 PM             | Busch                          | EN-D123                        |
| Wednesday                      | 2:00 PM - 3:20 PM              | Busch                          | EN-D123                        |
| Tuesday                        | 3:50 PM - 5:10 PM              | Busch                          | EN-D123                        |
| Wednesday                      | 12:10 PM - 1:30 PM             | Busch                          | EN-D123                        |
| Thursday                       | 10:20 AM - 11:40 AM            | Busch                          | EN-D123                        |
| Thursday                       | 3:50 PM - 5:10 PM              | Busch                          | EN-D123                        |
| Friday                         | 12:10 PM - 1:30 PM             | Busch                          | EN-D123                        |
| Wednesday                      | 2:00 PM - 3:20 PM              | Busch                          | EN-D123                        |
| Monday                         | 3:50 PM - 5:10 PM              | Busch                          | FBO-EHA                        |
| Wednesday                      | 3:50 PM - 5:10 PM              | Busch                          | FBO-EHA                        |
| Monday                         | 3:50 PM - 5:10 PM              | Busch                          | EN-B125                        |
| Wednesday                      | 3:50 PM - 5:10 PM              | Busch                          | EN-B125                        |
| Monday                         | 8:30 AM - 9:50 AM              | Busch                          | SEC-117                        |
| Thursday                       | 8:30 AM - 9:50 AM              | Busch                          | SEC-117                        |
| Monday                         | 8:30 AM - 9:50 AM              | Busch                          | SEC-117                        |
| Thursday                       | 8:30 AM - 9:50 AM              | Busch                          | SEC-117                        |
| Tuesday                        | 5:40 PM - 7:00 PM              | Busch                          | SEC-118                        |
| Thursday                       | 5:40 PM - 7:00 PM              | Busch                          | SEC-118                        |
| Tuesday                        | 5:40 PM - 7:00 PM              | Busch                          | SEC-118                        |
| Thursday                       | 5:40 PM - 7:00 PM              | Busch                          | SEC-118                        |
| Monday                         | 5:40 PM - 7:00 PM              | Busch                          | HLL-114                        |
| Wednesday                      | 5:40 PM - 7:00 PM              | Busch                          | HLL-114                        |
| Monday                         | 5:40 PM - 7:00 PM              | Busch                          | HLL-114                        |
| Wednesday                      | 5:40 PM - 7:00 PM              | Busch                          | HLL-114                        |
| Monday                         | 7:30 PM - 8:50 PM              | Busch                          | SEC-111                        |
| Wednesday                      | 7:30 PM - 8:50 PM              | Busch                          | SEC-111                        |
| Monday                         | 7:30 PM - 8:50 PM              | Busch                          | SEC-111                        |
| Wednesday                      | 7:30 PM - 8:50 PM              | Busch                          | SEC-111                        |
| Friday                         | 2:00 PM - 5:00 PM              | Busch                          | ARC-103                        |
| Friday                         | 2:00 PM - 5:00 PM              | Busch                          | ARC-103                        |
| Monday                         | 12:10 PM - 1:30 PM             | Busch                          | ARC-103                        |
| Tuesday                        | 7:30 PM - 8:50 PM              | Busch                          | EN-B120                        |
| Thursday                       | 7:30 PM - 8:50 PM              | Busch                          | EN-B120                        |
| Tuesday                        | 7:30 PM - 8:50 PM              | Busch                          | EN-B120                        |
| Thursday                       | 7:30 PM - 8:50 PM              | Busch                          | EN-B120                        |
| Monday                         | 10:20 AM - 11:40 AM            | Busch                          | PH-111                         |
| Thursday                       | 10:20 AM - 11:40 AM            | Busch                          | PH-111                         |
| Monday                         | 10:20 AM - 11:40 AM            | Busch                          | PH-111                         |
| Thursday                       | 10:20 AM - 11:40 AM            | Busch                          | PH-111                         |
| Monday                         | 12:10 PM - 1:30 PM             | Busch                          | ARC-103                        |
| Tuesday                        | 5:10 PM - 6:30 PM              | Busch                          | PH-131                         |
| Thursday                       | 5:10 PM - 6:30 PM              | Busch                          | PH-131                         |
| Tuesday                        | 1:30 PM - 2:25 PM              | Busch                          | PH-130                         |
| Monday                         | 8:30 AM - 9:50 AM              | Busch                          | PH-130                         |
| Wednesday                      | 8:30 AM - 9:50 AM              | Busch                          | PH-130                         |
| Tuesday                        | 5:30 PM - 6:25 PM              | Busch                          | PH-130                         |
| Monday                         | 6:50 PM - 7:45 PM              | Busch                          | PH-131                         |
| Wednesday                      | 6:50 PM - 7:45 PM              | Busch                          | PH-131                         |
| Monday                         | 11:00 AM - 11:55 AM            | Busch                          | PH-130                         |
| Wednesday                      | 11:00 AM - 11:55 AM            | Busch                          | PH-130                         |
| Thursday                       | 11:00 AM - 11:55 AM            | Busch                          | PH-130                         |
| Tuesday                        | 3:50 PM - 5:10 PM              | Busch                          | PH-130                         |
| Thursday                       | 3:50 PM - 5:10 PM              | Busch                          | PH-130                         |
| Monday                         | 10:35 AM - 11:55 AM            | Busch                          | PH-131                         |
| Wednesday                      | 10:35 AM - 11:55 AM            | Busch                          | PH-131                         |
| Friday                         | 9:45 AM - 10:40 AM             | Busch                          | PH-131                         |
| Tuesday                        | 11:00 AM - 12:50 PM            | Busch                          | PH-247                         |
| Monday                         | 12:35 PM - 2:45 PM             | Busch                          | PH-130                         |
| Wednesday                      | 12:35 PM - 2:45 PM             | Busch                          | PH-130                         |
| Thursday                       | 12:35 PM - 2:45 PM             | Busch                          | PH-130                         |
| Monday                         | 12:35 PM - 2:45 PM             | Busch                          | PH-130                         |
| Wednesday                      | 12:35 PM - 2:45 PM             | Busch                          | PH-130                         |
| Thursday                       | 12:35 PM - 2:45 PM             | Busch                          | PH-130                         |
| Monday                         | 9:00 AM - 10:20 AM             | Busch                          | PH-131                         |
| Wednesday                      | 9:00 AM - 10:20 AM             | Busch                          | PH-131                         |
| Thursday                       | 8:00 AM - 9:20 AM              | Busch                          | PH-215                         |
| Monday                         | 9:00 AM - 10:20 AM             | Busch                          | PH-131                         |
| Wednesday                      | 9:00 AM - 10:20 AM             | Busch                          | PH-131                         |
| Thursday                       | 9:30 AM - 10:50 AM             | Busch                          | PH-215                         |
| Monday                         | 9:00 AM - 10:20 AM             | Busch                          | PH-131                         |
| Wednesday                      | 9:00 AM - 10:20 AM             | Busch                          | PH-131                         |
| Thursday                       | 11:00 AM - 12:20 PM            | Busch                          | PH-215                         |
| Monday                         | 9:00 AM - 10:20 AM             | Busch                          | PH-131                         |
| Wednesday                      | 9:00 AM - 10:20 AM             | Busch                          | PH-131                         |
| Thursday                       | 12:30 PM - 1:50 PM             | Busch                          | PH-215                         |
| Monday                         | 9:00 AM - 10:20 AM             | Busch                          | PH-131                         |
| Wednesday                      | 9:00 AM - 10:20 AM             | Busch                          | PH-131                         |
| Thursday                       | 2:00 PM - 3:20 PM              | Busch                          | PH-215                         |
| Wednesday                      | 3:30 PM - 6:30 PM              | Busch                          | PH-130                         |
| Monday                         | 2:05 PM - 3:25 PM              | Busch                          | PH-131                         |
| Wednesday                      | 2:05 PM - 3:25 PM              | Busch                          | PH-131                         |
| Friday                         | 8:30 AM - 9:25 AM              | Busch                          | PH-131                         |
| Monday                         | 3:40 PM - 5:30 PM              | Busch                          | PH-288                         |
| Wednesday                      | 3:30 PM - 6:30 PM              | Busch                          | PH-131                         |
| Tuesday                        | 3:05 PM - 4:00 PM              | Busch                          | PH-247                         |
| Thursday                       | 3:05 PM - 4:00 PM              | Busch                          | PH-247                         |
| Tuesday                        | 11:00 AM - 12:50 PM            | Busch                          | PH-130                         |
| Tuesday                        | 9:10 AM - 10:30 AM             | Busch                          | PH-135                         |
| Tuesday                        | 10:35 AM - 11:55 AM            | Busch                          | PH-135                         |
| Tuesday                        | 12:00 PM - 1:20 PM             | Busch                          | PH-135                         |
| Tuesday                        | 1:25 PM - 2:45 PM              | Busch                          | PH-135                         |
| Tuesday                        | 2:50 PM - 4:10 PM              | Busch                          | PH-135                         |
| Friday                         | 11:00 AM - 12:50 PM            | Busch                          | PH-130                         |
| Tuesday                        | 8:30 AM - 10:20 AM             | Busch                          | PH-131                         |
| Saturday                       | 9:00 AM - 12:00 PM             | Livingston                     | BRR-1095                       |
| Monday                         | 3:50 PM - 5:10 PM              | Livingston                     | BRR-1095                       |
| Wednesday                      | 3:50 PM - 5:10 PM              | Livingston                     | BRR-1095                       |
| Tuesday                        | 3:50 PM - 5:10 PM              | Livingston                     | BRR-1071                       |
| Thursday                       | 3:50 PM - 5:10 PM              | Livingston                     | BRR-1071                       |
| Monday                         | 8:30 AM - 9:50 AM              | Livingston                     | BRR-1095                       |
| Thursday                       | 8:30 AM - 9:50 AM              | Livingston                     | BRR-1095                       |
| Monday                         | 12:10 PM - 1:30 PM             | Livingston                     | BRR-4071                       |
| Thursday                       | 12:10 PM - 1:30 PM             | Livingston                     | BRR-4071                       |
| Wednesday                      | 10:20 AM - 11:40 AM            | Livingston                     | BRR-1095                       |
| Friday                         | 3:50 PM - 5:10 PM              | Livingston                     | BRR-1095                       |
| Monday                         | 2:00 PM - 3:20 PM              | Livingston                     | BE-250                         |
| Wednesday                      | 2:00 PM - 3:20 PM              | Livingston                     | BE-250                         |
| Tuesday                        | 5:40 PM - 7:00 PM              | Livingston                     | BRR-5073                       |
| Thursday                       | 5:40 PM - 7:00 PM              | Livingston                     | BRR-5073                       |
| Tuesday                        | 8:30 AM - 9:50 AM              | Livingston                     | BRR-5117                       |
| Friday                         | 8:30 AM - 9:50 AM              | Livingston                     | BRR-5117                       |
| Tuesday                        | 10:20 AM - 11:40 AM            | Livingston                     | BRR-5117                       |
| Friday                         | 10:20 AM - 11:40 AM            | Livingston                     | BRR-5117                       |
| Monday                         | 10:20 AM - 11:40 AM            | Livingston                     | BRR-5071                       |
| Thursday                       | 10:20 AM - 11:40 AM            | Livingston                     | BRR-5071                       |
| Tuesday                        | 5:40 PM - 7:00 PM              | Livingston                     | BRR-2071                       |
| Thursday                       | 5:40 PM - 7:00 PM              | Livingston                     | BRR-2071                       |
| Tuesday                        | 2:00 PM - 3:20 PM              | Livingston                     | BE-253                         |
| Thursday                       | 2:00 PM - 3:20 PM              | Livingston                     | BE-253                         |
| Tuesday                        | 3:50 PM - 5:10 PM              | Livingston                     | TIL-232                        |
| Thursday                       | 3:50 PM - 5:10 PM              | Livingston                     | TIL-232                        |
| Tuesday                        | 5:40 PM - 7:00 PM              | Livingston                     | TIL-232                        |
| Thursday                       | 5:40 PM - 7:00 PM              | Livingston                     | TIL-232                        |
| Monday                         | 10:20 AM - 11:40 AM            | Busch                          | ARC-107                        |
| Thursday                       | 10:20 AM - 11:40 AM            | Busch                          | ARC-107                        |
| Tuesday                        | 8:30 AM - 9:50 AM              | Livingston                     | BRR-4071                       |
| Friday                         | 8:30 AM - 9:50 AM              | Livingston                     | BRR-4071                       |
| Tuesday                        | 10:20 AM - 11:40 AM            | Livingston                     | BRR-4071                       |
| Friday                         | 10:20 AM - 11:40 AM            | Livingston                     | BRR-4071                       |
| Monday                         | 10:20 AM - 11:40 AM            | Livingston                     | BRR-4071                       |
| Thursday                       | 10:20 AM - 11:40 AM            | Livingston                     | BRR-4071                       |
| Monday                         | 8:30 AM - 9:50 AM              | Livingston                     | BRR-5113                       |
| Thursday                       | 8:30 AM - 9:50 AM              | Livingston                     | BRR-5113                       |
| Monday                         | 12:10 PM - 1:30 PM             | Livingston                     | BRR-5113                       |
| Thursday                       | 12:10 PM - 1:30 PM             | Livingston                     | BRR-5113                       |
| Monday                         | 10:20 AM - 11:40 AM            | Livingston                     | BRR-3087                       |
| Thursday                       | 10:20 AM - 11:40 AM            | Livingston                     | BRR-3087                       |
| Monday                         | 10:20 AM - 11:40 AM            | Livingston                     | BE-252                         |
| Thursday                       | 10:20 AM - 11:40 AM            | Livingston                     | BE-252                         |
| Monday                         | 12:10 PM - 1:30 PM             | Livingston                     | BRR-5105                       |
| Thursday                       | 12:10 PM - 1:30 PM             | Livingston                     | BRR-5105                       |
| Monday                         | 2:00 PM - 3:20 PM              | Livingston                     | BRR-5073                       |
| Wednesday                      | 2:00 PM - 3:20 PM              | Livingston                     | BRR-5073                       |
| Monday                         | 3:50 PM - 5:10 PM              | Livingston                     | BRR-5073                       |
| Wednesday                      | 3:50 PM - 5:10 PM              | Livingston                     | BRR-5073                       |
| Wednesday                      | 12:10 PM - 1:30 PM             | Livingston                     | BRR-5095                       |
| Tuesday                        | 2:00 PM - 3:20 PM              | Livingston                     | BRR-5109                       |
| Thursday                       | 2:00 PM - 3:20 PM              | Livingston                     | BRR-5109                       |
| Tuesday                        | 3:50 PM - 5:10 PM              | Livingston                     | BRR-5109                       |
| Thursday                       | 3:50 PM - 5:10 PM              | Livingston                     | BRR-5109                       |
| Tuesday                        | 5:40 PM - 7:00 PM              | Livingston                     | BRR-5071                       |
| Thursday                       | 5:40 PM - 7:00 PM              | Livingston                     | BRR-5071                       |
| Wednesday                      | 5:40 PM - 8:40 PM              | Livingston                     | BRR-4073                       |
| Tuesday                        | 3:50 PM - 5:10 PM              | Livingston                     | BRR-5071                       |
| Thursday                       | 3:50 PM - 5:10 PM              | Livingston                     | BRR-5071                       |
| Tuesday                        | 2:00 PM - 3:20 PM              | Livingston                     | BRR-5073                       |
| Thursday                       | 2:00 PM - 3:20 PM              | Livingston                     | BRR-5073                       |
| Monday                         | 2:00 PM - 3:20 PM              | Livingston                     | BRR-5087                       |
| Wednesday                      | 2:00 PM - 3:20 PM              | Livingston                     | BRR-5087                       |
| Monday                         | 3:50 PM - 5:10 PM              | Livingston                     | BRR-5095                       |
| Wednesday                      | 3:50 PM - 5:10 PM              | Livingston                     | BRR-5095                       |
| Monday                         | 5:40 PM - 7:00 PM              | Livingston                     | BRR-5095                       |
| Wednesday                      | 5:40 PM - 7:00 PM              | Livingston                     | BRR-5095                       |
| Tuesday                        | 5:40 PM - 7:00 PM              | Livingston                     | BRR-1095                       |
| Wednesday                      | 12:10 PM - 1:30 PM             | Livingston                     | BRR-1095                       |
| Friday                         | 2:00 PM - 3:20 PM              | Livingston                     | BRR-1095                       |
| Monday                         | 2:00 PM - 3:20 PM              | Livingston                     | BRR-3038                       |
| Tuesday                        | 10:20 AM - 11:40 AM            | Livingston                     | BRR-5113                       |
| Wednesday                      | 10:20 AM - 11:40 AM            | Livingston                     | BRR-3038                       |
| Monday                         | 12:10 PM - 1:30 PM             | Livingston                     | BRR-3038                       |
| Friday                         | 12:10 PM - 1:30 PM             | Livingston                     | BRR-3038                       |
| Wednesday                      | 12:10 PM - 1:30 PM             | Livingston                     | BRR-3031                       |
| Wednesday                      | 10:20 AM - 11:40 AM            | Livingston                     | BRR-3031                       |
| Monday                         | 2:00 PM - 3:20 PM              | Livingston                     | BRR-1095                       |
| Wednesday                      | 2:00 PM - 3:20 PM              | Livingston                     | BRR-1095                       |
| Monday                         | 3:50 PM - 5:10 PM              | Livingston                     | BE-AUD                         |
| Wednesday                      | 3:50 PM - 5:10 PM              | Livingston                     | BE-AUD                         |
| Monday                         | 10:20 AM - 11:40 AM            | Livingston                     | BE-AUD                         |
| Thursday                       | 10:20 AM - 11:40 AM            | Livingston                     | BE-AUD                         |
| Monday                         | 12:10 PM - 1:30 PM             | Livingston                     | TIL-232                        |
| Thursday                       | 12:10 PM - 1:30 PM             | Livingston                     | TIL-232                        |
| Monday                         | 2:00 PM - 3:20 PM              | Livingston                     | LSH-B117                       |
| Wednesday                      | 2:00 PM - 3:20 PM              | Livingston                     | LSH-B117                       |
| Monday                         | 3:50 PM - 5:10 PM              | Livingston                     | BE-250                         |
| Wednesday                      | 3:50 PM - 5:10 PM              | Livingston                     | BE-250                         |
| Monday                         | 8:30 AM - 9:50 AM              | Livingston                     | BRR-5087                       |
| Thursday                       | 8:30 AM - 9:50 AM              | Livingston                     | BRR-5087                       |
| Monday                         | 10:20 AM - 11:40 AM            | Livingston                     | BRR-5087                       |
| Thursday                       | 10:20 AM - 11:40 AM            | Livingston                     | BRR-5087                       |
| Monday                         | 12:10 PM - 1:30 PM             | Livingston                     | BRR-5087                       |
| Thursday                       | 12:10 PM - 1:30 PM             | Livingston                     | BRR-5087                       |
| Monday                         | 10:20 AM - 11:40 AM            | Livingston                     | BRR-5095                       |
| Thursday                       | 10:20 AM - 11:40 AM            | Livingston                     | BRR-5095                       |
| Monday                         | 2:00 PM - 3:20 PM              | Livingston                     | BRR-5095                       |
| Wednesday                      | 2:00 PM - 3:20 PM              | Livingston                     | BRR-5095                       |
| Monday                         | 3:50 PM - 5:10 PM              | Livingston                     | BRR-5087                       |
| Wednesday                      | 3:50 PM - 5:10 PM              | Livingston                     | BRR-5087                       |
| Tuesday                        | 10:20 AM - 11:40 AM            | Livingston                     | BRR-5095                       |
| Friday                         | 10:20 AM - 11:40 AM            | Livingston                     | BRR-5095                       |
| Tuesday                        | 12:10 PM - 1:30 PM             | Livingston                     | BRR-5095                       |
| Friday                         | 12:10 PM - 1:30 PM             | Livingston                     | BRR-5095                       |
| Wednesday                      | 10:20 AM - 1:20 PM             | Livingston                     | TIL-204                        |
| Tuesday                        | 5:40 PM - 7:00 PM              | Livingston                     | BRR-1144                       |
| Thursday                       | 5:40 PM - 7:00 PM              | Livingston                     | BRR-1144                       |
| Tuesday                        | 7:30 PM - 10:30 PM             | Livingston                     | BRR-5073                       |
| Monday                         | 2:00 PM - 5:00 PM              | Livingston                     | TIL-204                        |
| Monday                         | 10:20 AM - 11:40 AM            | Livingston                     | BRR-4085                       |
| Thursday                       | 10:20 AM - 11:40 AM            | Livingston                     | BRR-4085                       |
| Monday                         | 10:20 AM - 11:40 AM            | Livingston                     | LSH-B115                       |
| Thursday                       | 10:20 AM - 11:40 AM            | Livingston                     | LSH-B115                       |
| Monday                         | 12:10 PM - 1:30 PM             | Livingston                     | BRR-4085                       |
| Thursday                       | 12:10 PM - 1:30 PM             | Livingston                     | BRR-4085                       |
| Monday                         | 12:10 PM - 1:30 PM             | Livingston                     | BRR-3071                       |
| Thursday                       | 12:10 PM - 1:30 PM             | Livingston                     | BRR-3071                       |
| Monday                         | 2:00 PM - 3:20 PM              | Livingston                     | BE-252                         |
| Wednesday                      | 2:00 PM - 3:20 PM              | Livingston                     | BE-252                         |
| Monday                         | 2:00 PM - 3:20 PM              | Livingston                     | BRR-5085                       |
| Wednesday                      | 2:00 PM - 3:20 PM              | Livingston                     | BRR-5085                       |
| Monday                         | 5:40 PM - 7:00 PM              | Livingston                     | BE-250                         |
| Wednesday                      | 5:40 PM - 7:00 PM              | Livingston                     | BE-250                         |
| Tuesday                        | 3:50 PM - 5:10 PM              | Livingston                     | BRR-3071                       |
| Thursday                       | 3:50 PM - 5:10 PM              | Livingston                     | BRR-3071                       |
| Tuesday                        | 3:50 PM - 5:10 PM              | Livingston                     | BRR-3085                       |
| Thursday                       | 3:50 PM - 5:10 PM              | Livingston                     | BRR-3085                       |
| Tuesday                        | 5:40 PM - 7:00 PM              | Livingston                     | BRR-3085                       |
| Thursday                       | 5:40 PM - 7:00 PM              | Livingston                     | BRR-3085                       |
| Tuesday                        | 8:30 AM - 9:50 AM              | Livingston                     | BRR-3071                       |
| Friday                         | 8:30 AM - 9:50 AM              | Livingston                     | BRR-3071                       |
| Tuesday                        | 10:20 AM - 11:40 AM            | Livingston                     | BRR-5085                       |
| Friday                         | 10:20 AM - 11:40 AM            | Livingston                     | BRR-5085                       |
| Wednesday                      | 10:20 AM - 1:20 PM             | Livingston                     | BRR-4073                       |
| Wednesday                      | 8:30 AM - 11:30 AM             | Livingston                     | BRR-2071                       |
| Tuesday                        | 2:00 PM - 3:20 PM              | Livingston                     | BE-250                         |
| Thursday                       | 2:00 PM - 3:20 PM              | Livingston                     | BE-250                         |
