Building/Room       Class Times              Professor Names               
TIL-127             12:10 PM - 1:30 PM       PIXLEY                        
TIL-116             12:10 PM - 1:30 PM       PIXLEY                        
TIL-116             12:10 PM - 1:30 PM       PIXLEY                        
TIL-224             2:00 PM - 3:20 PM        PODZOROV                      
TIL-224             2:00 PM - 3:20 PM        PODZOROV                      
BE-253              2:00 PM - 3:20 PM        PODZOROV                      
BE-253              3:50 PM - 5:10 PM        PODZOROV                      
BRR-5109            3:50 PM - 5:10 PM        PODZOROV                      
BRR-5109            3:50 PM - 5:10 PM        PODZOROV                      
TIL-252             12:10 PM - 1:30 PM       WU, WEIDA                     
TIL-252             12:10 PM - 1:30 PM       ANDREI, EVA                   
HCK-115             12:10 PM - 1:30 PM       SCHNETZER                     
HCK-115             2:00 PM - 3:20 PM        SCHNETZER                     
HCK-114             2:00 PM - 3:20 PM        GERSHTEIN, YURI               
HCK-114             2:00 PM - 3:20 PM        GERSHTEIN, YURI               
HCK-126             12:10 PM - 1:30 PM       GERSHTEIN, YURI               
HCK-126             3:50 PM - 5:10 PM        GERSHTEIN, YURI               
HCK-126             3:50 PM - 5:10 PM        MCQUINN                       
HCK-126             10:20 AM - 11:40 AM      BURKHART                      
HCK-122             10:20 AM - 11:40 AM      SOMALWAR, SUNIL               
HCK-122             3:50 PM - 5:10 PM        CIZEWSKI, JOLIE               
HCK-207             10:20 AM - 11:40 AM      KIRYUKHIN                     
HCK-207             10:20 AM - 11:40 AM      VANDERBILT                    
BE-013              10:20 AM - 11:40 AM      OH, SEONGSHIK                 
BE-013              10:20 AM - 11:40 AM      SALUR, SEVIL                  
SC-216              3:50 PM - 5:10 PM        BUCKLEY                       
SC-216              3:50 PM - 5:10 PM        MILLER, JAMES; CHANT, ROBERT  
SC-119              12:10 PM - 1:30 PM       ANDREI, NATAN                 
SC-119              12:10 PM - 1:30 PM                                     
SEC-117             2:00 PM - 3:20 PM                                      
SEC-117             2:00 PM - 3:20 PM                                      
TIL-103C            2:00 PM - 3:20 PM                                      
TIL-103C            2:00 PM - 3:20 PM        MAKLES                        
TIL-103B            2:00 PM - 3:20 PM        MAKLES                        
TIL-103B            2:00 PM - 3:20 PM        EAISE, BAILEY                 
FH-B1               10:20 AM - 11:40 AM      EAISE, BAILEY                 
FH-B1               10:20 AM - 11:40 AM      EAISE, BAILEY                 
SC-205              2:00 PM - 3:20 PM        EAISE, BAILEY                 
SC-205              2:00 PM - 3:20 PM        EAISE, BAILEY                 
SEC-206             3:50 PM - 5:10 PM        EAISE, BAILEY                 
SEC-206             3:50 PM - 5:10 PM        KHAN, ZARA                    
ARC-326             3:50 PM - 5:10 PM        BHATTACHARYA                  
ARC-326             3:50 PM - 5:10 PM        EAISE, BAILEY                 
HCK-115             8:30 AM - 9:50 AM        PAUL, NAINIKA                 
HCK-115             8:30 AM - 9:50 AM        SCHUB, ROBERT; CHOI, SUNG EUN 
HCK-117             2:00 PM - 3:20 PM        SCHUB, ROBERT; IBANEZPARRA    
HCK-117             2:00 PM - 3:20 PM        SCHUB, ROBERT; IBANEZPARRA    
HCK-115             5:40 PM - 7:00 PM        SCHUB, ROBERT; CHOI, SUNG EUN 
HCK-115             5:40 PM - 7:00 PM        SCHUB, ROBERT; CHOI, SUNG EUN 
HCK-122             10:20 AM - 11:40 AM      HIGER, AMY                    
HCK-122             10:20 AM - 11:40 AM      SCHUB, ROBERT; IBANEZPARRA    
MU-115              12:10 PM - 1:30 PM       CAHILL; RIVERA-CARDONA        
MU-115              12:10 PM - 1:30 PM       CAHILL; RIVERA-CARDONA        
SC-119              10:20 AM - 11:40 AM      CAHILL; RIVERA-CARDONA        
SC-119              10:20 AM - 11:40 AM      SINNO                         
FH-B2               12:10 PM - 1:30 PM       BAKER, ROSS; BALL, JACOB      
FH-B2               12:10 PM - 1:30 PM       BAKER, ROSS; BALL, JACOB      
SC-220              12:10 PM - 1:30 PM       BAKER, ROSS; BALL, JACOB      
SC-220              12:10 PM - 1:30 PM       BIEBEL, REBECCA               
ARC-326             5:40 PM - 7:00 PM        CANTOR, DOUGLAS; SAINT JEAN   
ARC-326             5:40 PM - 7:00 PM        CANTOR, DOUGLAS; LENEAR, INDIA
ARC-326             2:00 PM - 3:20 PM        CANTOR, DOUGLAS; FITZGERALD   
ARC-326             2:00 PM - 3:20 PM        CANTOR, DOUGLAS; SAINT JEAN   
TIL-207             2:00 PM - 3:20 PM        CANTOR, DOUGLAS; FITZGERALD   
TIL-207             2:00 PM - 3:20 PM        CANTOR, DOUGLAS; LU, PIN      
TIL-230             12:10 PM - 1:30 PM       CANTOR, DOUGLAS; LU, PIN      
TIL-230             12:10 PM - 1:30 PM       CANTOR, DOUGLAS; SAINT JEAN   
SC-105              3:50 PM - 5:10 PM        CANTOR, DOUGLAS; LENEAR, INDIA
ARC-204             3:50 PM - 5:10 PM        CANTOR, DOUGLAS; LU, PIN      
ARC-204             5:40 PM - 7:00 PM        CARNEY-WATERTON               
HCK-218             5:40 PM - 7:00 PM        KRUMBHOLZ                     
HCK-218             10:20 AM - 11:40 AM      KAVIN, RICK                   
HC-S124             10:20 AM - 11:40 AM      CANTOR, DOUGLAS; LENEAR, INDIA
HCK-122             12:10 PM - 1:30 PM       CANTOR, DOUGLAS; FITZGERALD   
HCK-122             12:10 PM - 1:30 PM       MATTO                         
MU-302              12:10 PM - 1:30 PM       KRUMBHOLZ                     
LSH-B103            12:10 PM - 1:30 PM       KAVIN, RICK                   
DWC-105             2:00 PM - 3:20 PM        VOJVODIC, ANJA                
TIL-123             2:00 PM - 3:20 PM        BIEBEL, REBECCA               
AB-1220             3:50 PM - 5:10 PM        SIMON, CYNTHIA                
TIL-209             3:50 PM - 5:10 PM        MAJLESI                       
TIL-209             12:10 PM - 1:30 PM       WINN, MARK                    
HCK-115             12:10 PM - 1:30 PM       FRASER, JAMES                 
HCK-115             12:10 PM - 1:30 PM       CAHILL                        
HCK-115             12:10 PM - 1:30 PM       CAHILL                        
HCK-115             3:50 PM - 5:10 PM        CAHILL                        
LSH-B205            3:50 PM - 5:10 PM        CAHILL                        
LSH-B205            2:00 PM - 3:20 PM        CAHILL                        
TIL-103C            2:00 PM - 3:20 PM        CAHILL                        
TIL-103C            10:20 AM - 11:40 AM      PIERCE, HEATHER               
TIL-103A            10:20 AM - 11:40 AM      CAHILL                        
TIL-103A            2:00 PM - 3:20 PM        KOZAK, SARAH                  
TIL-127             2:00 PM - 3:20 PM        ZUCKER, GREGORY               
TIL-127             10:20 AM - 11:40 AM      BIZZOCO, NICOLE               
TIL-123             10:20 AM - 11:40 AM      CARNEY-WATERTON               
TIL-123             3:50 PM - 5:10 PM        AMBAR, SALADIN                
TIL-103A            3:50 PM - 5:10 PM        KONING, ASHLEY                
TIL-103A            12:10 PM - 1:30 PM       PIERCE, HEATHER               
HC-N106             12:10 PM - 1:30 PM       ZUCKER, GREGORY               
HC-N106             10:20 AM - 11:40 AM      PIERCE, HEATHER               
HC-E128             10:20 AM - 11:40 AM      HIGER, AMY                    
HC-E128             12:10 PM - 1:30 PM       SCHUB, ROBERT                 
HCK-114             12:10 PM - 1:30 PM       FRASER, JAMES                 
HCK-114             3:50 PM - 5:10 PM        SCUDERI                       
HCK-114             3:50 PM - 5:10 PM        SCUDERI                       
HCK-114             5:40 PM - 7:00 PM        HARRISON                      
TIL-123             5:40 PM - 7:00 PM        HERMAN, DANIEL                
TIL-123             2:00 PM - 3:20 PM        GREENE, STACEY                
TIL-125             2:00 PM - 3:20 PM        RUBENSTEIN                    
TIL-125             3:50 PM - 5:10 PM        ALEXANDER-FLOYD               
LSH-A121            3:50 PM - 5:10 PM        WHITE, JAMES                  
LSH-A121            2:00 PM - 3:20 PM        PURGER, TIBOR                 
TIL-251             2:00 PM - 3:20 PM        HONIG, ELIEZER                
TIL-251             2:00 PM - 3:20 PM        DECKER                        
SC-121              2:00 PM - 3:20 PM        GUMRUKCU                      
SC-121              3:50 PM - 6:50 PM        FINE, JANICE                  
HC-N106             3:50 PM - 5:10 PM        HARRISON                      
HC-N106             3:50 PM - 5:10 PM        EAISE, BAILEY                 
LSH-B121            2:00 PM - 3:20 PM        DORAN, JAMES                  
LSH-B121            2:00 PM - 3:20 PM        GUMRUKCU                      
LSH-B121            8:30 AM - 11:30 AM       NAZAROVA                      
LSH-B121            10:20 AM - 11:40 AM      EROFEEV, SERGEI               
FH-B6               10:20 AM - 11:40 AM      ZAMALIN                       
FH-B6               12:10 PM - 1:30 PM       MCFALL                        
CA-A1               2:00 PM - 3:20 PM        MCFALL                        
CA-A1               12:10 PM - 1:30 PM       COOLIDGE                      
MU-111              12:10 PM - 1:30 PM       HUANG, XIAN                   
MU-111              3:50 PM - 6:50 PM        SHOMER, YAEL                  
FH-B3               10:20 AM - 11:40 AM      MCCABE                        
FH-B3               10:20 AM - 11:40 AM      TOMASHEVSKIY                  
FH-A1               10:20 AM - 11:40 AM      KAUFMAN, ROBERT               
FH-A1               10:20 AM - 11:40 AM      CANTOR, DOUGLAS               
FH-B5               12:10 PM - 1:30 PM       ZUCKER, GREGORY               
FH-B5               12:10 PM - 1:30 PM       DAVIS, ERIC                   
HH-A3               8:30 AM - 9:50 AM        SHAH, PARU                    
HH-A3               8:30 AM - 9:50 AM        WOLLENBERG                    
FH-B5               10:20 AM - 11:40 AM      MILLER, LISA                  
FH-B5               10:20 AM - 11:40 AM      HEUMANN, MILTON               
CA-A3               10:20 AM - 11:40 AM      CANTOR, DOUGLAS               
CA-A3               10:20 AM - 11:40 AM      HEUMANN, MILTON               
CI-101              12:10 PM - 1:30 PM       AFTAB, ATIYA                  
CI-101              12:10 PM - 1:30 PM       FIELD, WILLIAM                
CA-A2               8:30 AM - 9:50 AM        FIELD, WILLIAM                
CA-A2               8:30 AM - 9:50 AM        PFEIFFER                      
SC-106              10:20 AM - 11:40 AM                                    
SC-106              10:20 AM - 11:40 AM                                    
SC-221              10:20 AM - 11:40 AM      KOZAK, SARAH                  
SC-221              10:20 AM - 11:40 AM      CRUZ, CRISTINA                
HH-A4               12:10 PM - 1:30 PM       MANCUSO, JOSEPH               
HH-A4               12:10 PM - 1:30 PM       HONIG, ELIEZER                
FH-A4               10:20 AM - 11:40 AM      MAJLESI; JACOBS               
FH-A4               10:20 AM - 11:40 AM      MAJLESI                       
SC-202              12:10 PM - 1:30 PM       MAJLESI                       
SC-202              12:10 PM - 1:30 PM       FIELD, WILLIAM                
HH-B3               10:20 AM - 11:40 AM                                    
HH-B3               10:20 AM - 11:40 AM      HERMAN, DANIEL                
MU-111              12:10 PM - 1:30 PM       CAHILL                        
MU-111              12:10 PM - 1:30 PM       CAHILL                        
FH-B5               10:20 AM - 11:40 AM                                    
FH-B5               10:20 AM - 11:40 AM      TAMANAHA DE QUA               
MU-204              12:10 PM - 1:30 PM       TAMANAHA DE QUA               
MU-204              12:10 PM - 1:30 PM       MACHADO CAMPELL               
HH-A2               10:20 AM - 11:40 AM      MACHADO CAMPELL               
HH-A2               10:20 AM - 11:40 AM      MACHADO CAMPELL               
MU-204              12:10 PM - 1:30 PM                                     
MU-204              12:10 PM - 1:30 PM       FOELS, ROB                    
HH-B3               2:00 PM - 3:20 PM        BRYNILDSEN                    
HH-B3               2:00 PM - 3:20 PM        CORTOPASSI                    
MU-213              3:50 PM - 5:10 PM        STEIN, LYRA                   
MU-213              3:50 PM - 5:10 PM        JACOBS                        
HH-B4               12:10 PM - 1:30 PM       HERMAN, THERESA               
HH-B4               12:10 PM - 1:30 PM       CARTON, SARAH                 
HH-B4               2:00 PM - 3:20 PM        HERMAN, THERESA               
HH-B4               2:00 PM - 3:20 PM        FOELS, ROBERT                 
MU-113              10:20 AM - 11:40 AM      BRYNILDSEN                    
MU-113              10:20 AM - 11:40 AM      BRYNILDSEN; TUERXUNTUOHETI    
MU-111              10:20 AM - 11:40 AM      BRYNILDSEN; BRYNILDSEN        
MU-111              10:20 AM - 11:40 AM      BRYNILDSEN; BRYNILDSEN        
MU-111              10:20 AM - 11:40 AM      STEIN, LYRA                   
MU-111              10:20 AM - 11:40 AM      KILIANSKI; BRYANT             
MU-210              12:10 PM - 1:30 PM       KILIANSKI; BRYANT             
MU-210              12:10 PM - 1:30 PM       KILIANSKI; BRENNAN, KYLE      
SC-119              7:30 PM - 8:50 PM        KILIANSKI; TUERXUNTUOHETI     
SC-119              7:30 PM - 8:50 PM        KILIANSKI; YIN, QINGQING      
HH-A5               3:50 PM - 5:10 PM        KILIANSKI; BRENNAN, KYLE      
HH-A5               3:50 PM - 5:10 PM        KILIANSKI; VERO, JOE          
MU-114              2:00 PM - 3:20 PM        KILIANSKI; VERO, JOE          
MU-114              2:00 PM - 3:20 PM        KILIANSKI; YIN, QINGQING      
MU-112              2:00 PM - 3:20 PM        KILIANSKI; LI, YUFAN          
MU-112              2:00 PM - 3:20 PM        STEIN, LYRA                   
MU-115              12:10 PM - 1:30 PM       MAYHEW, ESTELLE               
MU-115              12:10 PM - 1:30 PM       DICKSON, LINNEA               
MU-211              8:30 AM - 9:50 AM                                      
MU-211              8:30 AM - 9:50 AM        KOWLER, EILEEN                
SC-120              12:10 PM - 1:30 PM       KOWLER, EILEEN                
SC-120              12:10 PM - 1:30 PM       MICHEL, MELCHI                
SC-204              5:40 PM - 7:00 PM        SINGH, MANISH                 
SC-204              5:40 PM - 7:00 PM        PHAN, MIMI; ZHOU, ELIZABETH   
BRT-SEM             3:50 PM - 5:10 PM        PHAN, MIMI; BENNETT, ESTHER   
BRT-SEM             3:50 PM - 5:10 PM        PHAN, MIMI; LIU, WANYI        
SC-114              8:30 AM - 9:50 AM        PHAN, MIMI; TIKHONOV          
SC-114              8:30 AM - 9:50 AM        PHAN, MIMI; TIKHONOV          
MU-111              12:10 PM - 1:30 PM       CARTON, SARAH                 
MU-111              12:10 PM - 1:30 PM       GLASS, ARNOLD                 
MU-115              7:30 PM - 8:50 PM        GLASS, ARNOLD                 
MU-115              7:30 PM - 8:50 PM        PHAN, MIMI; RODRIGUEZ         
SC-216              2:00 PM - 3:20 PM        PHAN, MIMI; BLACK             
SC-216              2:00 PM - 3:20 PM        PHAN, MIMI; ROSA, DANIEL      
HH-B3               3:50 PM - 5:10 PM        PHAN, MIMI; MISHRA, CHARUL    
MU-302              3:50 PM - 5:10 PM        PHAN, MIMI; LUTCHMAN          
SC-105              5:40 PM - 7:00 PM        GELFAND, MARINA               
FOR-138B            5:40 PM - 7:00 PM        MAYHEW, ESTELLE               
HCK-211             8:30 AM - 9:50 AM        MATZEL, LOUIS                 
HCK-211             8:30 AM - 9:50 AM        COHEN, JOSHUA                 
FNH-205             2:00 PM - 3:20 PM        PHAN, MIMI; NISSENBAUM        
LOR-115             2:00 PM - 3:20 PM        PHAN, MIMI; BAKIR             
LOR-115             10:20 AM - 11:40 AM      PHAN, MIMI; BAZER, ALLYSON    
LOR-115             10:20 AM - 11:40 AM      PHAN, MIMI; MEJAES            
LOR-115             7:30 PM - 8:50 PM        PHAN, MIMI; ATESYAKAR         
HCK-216             7:30 PM - 8:50 PM        BARKER, DAVID                 
HCK-216             2:00 PM - 3:20 PM        COHEN, JOSHUA                 
RAB-207             2:00 PM - 3:20 PM        GELFAND, MARINA               
RAB-207             3:50 PM - 5:10 PM        FOELS, ROBERT                 
LOR-GYM             3:50 PM - 5:10 PM        KILIANSKI                     
LOR-GYM             3:50 PM - 5:10 PM        FOELS, ROBERT                 
LVG-GYM             3:50 PM - 5:10 PM        INGATE                        
LVG-GYM             10:20 AM - 11:40 AM      INGATE                        
LOR-GYM             10:20 AM - 11:40 AM      HUDSON, JUDITH; CRACKNELL     
LOR-GYM             2:00 PM - 3:20 PM        HUDSON, JUDITH; SVENSSON      
LOR-GYM             2:00 PM - 3:20 PM        HUDSON, JUDITH; CRACKNELL     
LOR-GYM             3:50 PM - 5:10 PM        HUDSON, JUDITH; HATTON, VANESSA
LOR-GYM             3:50 PM - 5:10 PM        HUDSON, JUDITH; HOYT, DANIELLE
LOR-GYM             5:40 PM - 7:00 PM        INGATE                        
LVG-GYM             5:40 PM - 7:00 PM        MAYHEW, ESTELLE               
LVG-GYM             7:30 PM - 8:50 PM        HERMAN, THERESA               
HCK-101             7:30 PM - 8:50 PM        HERMAN, THERESA               
HCK-101             12:10 PM - 1:30 PM       HERMAN, THERESA               
LOR-022             12:10 PM - 1:30 PM       STEIN, LYRA                   
LOR-022             3:50 PM - 5:10 PM        STEIN, LYRA                   
FNH-205             3:50 PM - 5:10 PM        SELBY, EDWARD; DAVIS, LAUREN  
FNH-205             5:40 PM - 7:00 PM        SELBY, EDWARD; SUCHER, JILLIAN
CA-A3               5:40 PM - 7:00 PM        SELBY, EDWARD; WITTLER, ELLEN 
FH-B5               5:40 PM - 7:00 PM        SELBY, EDWARD; DREIER, MELISSA
SEC-203             5:40 PM - 7:00 PM        SELBY, EDWARD; MOURNET        
BRR-5071            12:10 PM - 1:30 PM       SELBY, EDWARD; LYMPUS, COLE   
BLC-153             12:10 PM - 1:30 PM       MCKENNA, STEVIE               
BLC-153             10:20 AM - 11:40 AM      HAMILTON                      
BLC-153             10:20 AM - 11:40 AM      STROMSWOLD                    
BLC-153             5:40 PM - 7:00 PM        CARTON, SARAH                 
BLC-153             5:40 PM - 7:00 PM        RUDMAN, LAURIE                
BLC-153             8:30 AM - 9:50 AM        BRYNILDSEN                    
BLC-153             8:30 AM - 9:50 AM        CONTRADA                      
BLC-153             10:20 AM - 11:40 AM      CONTRADA                      
BLC-153             10:20 AM - 11:40 AM      PAONE, DEBRA                  
BLC-153             10:20 AM - 11:40 AM      PAONE, DEBRA                  
BLC-153             10:20 AM - 11:40 AM      HUDSON, JUDITH                
BLC-157             10:20 AM - 11:40 AM      HUDSON, JUDITH                
BLC-157             12:10 PM - 1:30 PM                                     
BLC-157             2:00 PM - 5:00 PM        AIELLO, JOHN                  
BLC-157             3:50 PM - 5:10 PM        BARKER, DAVID                 
BLC-157             3:50 PM - 5:10 PM        BIESZCZAD                     
LOR-115             2:00 PM - 3:20 PM        BRYNILDSEN                    
FS-AUD              2:00 PM - 3:20 PM        CARTON, SARAH                 
FS-AUD              2:00 PM - 3:20 PM        COLE, SHANA                   
FS-AUD              2:00 PM - 3:20 PM        CONTRADA                      
FS-AUD              2:00 PM - 3:20 PM        DICKSON, LINNEA               
HCK-201             2:00 PM - 3:20 PM        ELIAS, MAURICE                
HCK-201             7:30 PM - 8:50 PM        FARRIS                        
LOR-115             7:30 PM - 8:50 PM        FELDMAN, JACOB                
LOR-115             7:30 PM - 8:50 PM        FOELS, ROBERT                 
FOR-138B            7:30 PM - 8:50 PM        GELFAND, MARINA               
LOR-GYM             8:30 AM - 9:50 AM        GLASS, ARNOLD                 
FNH-205             8:30 AM - 9:50 AM        HEMMER                        
LOR-GYM             10:20 AM - 11:40 AM      HAMILTON                      
FOR-138B            10:20 AM - 11:40 AM      HUDSON, JUDITH                
LOR-GYM             2:00 PM - 3:20 PM        INGATE                        
FOR-138B            2:00 PM - 3:20 PM        JUSSIM, LEE                   
LOR-GYM             2:00 PM - 3:20 PM        KARLIN, ROBERT                
FNH-205             2:00 PM - 3:20 PM        KILIANSKI                     
FNH-205             8:30 AM - 9:50 AM        KLEIMAN, EVAN                 
HCK-119             8:30 AM - 9:50 AM        KLEINSCHMIDT                  
HCK-119             10:20 AM - 11:40 AM      KOWLER, EILEEN                
HH-A7               10:20 AM - 11:40 AM      KUSNECOV                      
CDL-109             10:20 AM - 11:40 AM      LESLIE, ALAN                  
CDL-109             10:20 AM - 11:40 AM      LEYRO, THERESA                
CDL-103             12:10 PM - 1:30 PM       NICOLAS FERREIR               
CDL-103             12:10 PM - 1:30 PM       PAPATHOMAS                    
WL-AUD              7:30 PM - 8:50 PM        RUDMAN, LAURIE                
WL-AUD              7:30 PM - 8:50 PM        SAMUELS                       
LOR-024             12:10 PM - 1:30 PM       SANCHEZ, DIANA                
LOR-024             12:10 PM - 1:30 PM       SELBY, EDWARD                 
NH-B126             10:20 AM - 11:40 AM      SHORS, TRACEY                 
NH-B126             2:00 PM - 3:20 PM        SINGH, MANISH                 
NH-B126             8:30 AM - 11:30 AM       STEIN, LYRA                   
NH-B126             2:00 PM - 5:00 PM        STROMSWOLD                    
NH-B126             5:40 PM - 8:40 PM        TOMIE, ARTHUR                 
NH-B126             8:30 AM - 11:30 AM       TORRES                        
NH-B126             2:00 PM - 5:00 PM        VICARIO, DAVID                
NH-B126             5:40 PM - 8:40 PM        WANG, JENNY                   
NH-B126             8:30 AM - 11:30 AM       WEST, MARK                    
NH-B126             2:00 PM - 5:00 PM        WILDER, DAVID                 
NH-B126             2:00 PM - 5:00 PM        WILSON, G                     
HCK-118             5:40 PM - 8:40 PM        MATZEL, LOUIS                 
HCK-118             2:00 PM - 5:00 PM        MAYHEW, ESTELLE               
MI-100              5:40 PM - 8:40 PM        MCGANN, JOHN                  
MI-100              8:30 AM - 11:30 AM       MICHEL, MELCHI                
LOR-115             2:00 PM - 5:00 PM        MUSOLINO                      
LOR-115             2:00 PM - 5:00 PM                                      
HCK-112             8:30 AM - 11:30 AM       ELIAS, MAURICE                
HCK-112             8:30 AM - 11:30 AM       DIETZ, VICTORIA               
TIL-242             3:50 PM - 5:10 PM        SHORS, TRACEY                 
TIL-242             3:50 PM - 5:10 PM        COLE, SHANA                   
CA-A2               3:50 PM - 5:10 PM        HARRISON, NANCY               
CA-A2               3:50 PM - 5:10 PM        LESLIE, ALAN                  
AB-2100             12:10 PM - 1:30 PM       BANDEL, SHELBY; RODRIGUEZ     
AB-2100             12:10 PM - 1:30 PM       WOOLFOLK                      
AB-4190             2:00 PM - 3:20 PM        KUSNECOV                      
HH-A6               2:00 PM - 3:20 PM        WILDER, DAVID                 
HH-A6               2:00 PM - 3:20 PM        SAMUELS                       
SC-204              2:00 PM - 3:20 PM        GELFAND, MARINA               
SC-204              3:50 PM - 5:10 PM        GELFAND, MARINA               
AB-4190             3:50 PM - 5:10 PM        GELFAND, MARINA               
AB-4190             10:20 AM - 11:40 AM      GELFAND, MARINA               
AB-4190             10:20 AM - 11:40 AM      GELFAND, MARINA               
AB-4190             12:10 PM - 1:30 PM       GELFAND, MARINA               
AB-4190             12:10 PM - 1:30 PM                                     
AB-4190             10:20 AM - 11:40 AM                                    
AB-4190             10:20 AM - 11:40 AM                                    
AB-4190             8:30 AM - 9:50 AM                                      
AB-4190             8:30 AM - 9:50 AM        FRUCHTMAN                     
AB-4190             2:00 PM - 3:20 PM        DREFF, ERIK                   
AB-4190             2:00 PM - 3:20 PM        WASSERMAN, EMMA               
SC-219              2:00 PM - 3:20 PM        DREFF, ERIK                   
SC-219              2:00 PM - 3:20 PM        MCGINLEY, DUGAN               
SC-220              8:30 AM - 9:50 AM        MCGINLEY, DUGAN               
SC-220              8:30 AM - 9:50 AM        BALLENTINE                    
AB-1170             10:20 AM - 11:40 AM      HABERL, CHARLES               
FH-B3               10:20 AM - 11:40 AM      RENDSBURG, GARY               
AB-1170             12:10 PM - 1:30 PM       KOLBABA, TIA                  
HH-B2               12:10 PM - 1:30 PM       MUNDRA, ANIL                  
AB-1170             12:10 PM - 1:30 PM       MUNDRA, ANIL                  
FH-B5               12:10 PM - 1:30 PM       KERBY, LAUREN                 
AB-1170             8:30 AM - 11:30 AM       KERBY, LAUREN                 
CI-103              5:40 PM - 8:40 PM        KOLBABA, TIA                  
AB-4190             12:10 PM - 3:10 PM       MOJADDEDI                     
AB-4190             3:50 PM - 6:50 PM        WASSERMAN, EMMA               
MU-208              8:30 AM - 11:30 AM       KETCHUM                       
MU-208              12:10 PM - 3:10 PM       HABERL, CHARLES               
NH-B125             3:50 PM - 6:50 PM        KETCHUM                       
NH-B125             2:00 PM - 5:00 PM        FRUCHTMAN                     
SEC-208             2:00 PM - 5:00 PM        SUROWITZ, HILIT               
SEC-208             12:10 PM - 3:10 PM       MCGINLEY, DUGAN               
TIL-204             8:30 AM - 11:30 AM       MAURER                        
TIL-204             3:50 PM - 5:10 PM        WILLIAMS                      
TIL-204             3:50 PM - 5:10 PM        LEFTOW, BRIAN                 
TIL-204             2:00 PM - 3:20 PM                                      
BE-252              2:00 PM - 3:20 PM        BALLENTINE                    
BE-252              8:30 AM - 9:50 AM                                      
BE-252              8:30 AM - 9:50 AM        LI, MI E                      
BE-252              8:30 AM - 9:50 AM        LI, MI E                      
SEC-202             8:30 AM - 9:50 AM        ANDERSON, CORI                
SEC-202             12:10 PM - 1:30 PM       LI, MI E                      
SEC-202             12:10 PM - 1:30 PM       ANDERSON, CORI                
SEC-202             3:50 PM - 5:10 PM        ANDERSON, CORI                
AB-4225             3:50 PM - 5:10 PM        BOGOMOLNY                     
AB-1150             7:30 PM - 9:20 PM        VAN BUSKIRK                   
AB-4225             7:30 PM - 9:20 PM        BOGOMOLNY                     
AB-1150             12:10 PM - 1:30 PM       EROFEEV, SERGEI               
AB-4225             5:40 PM - 7:00 PM        TERESHCHENKO                  
AB-1150             5:40 PM - 7:00 PM        KITZINGER-SHEDL               
AB-4225             8:30 AM - 9:50 AM        KHAZANOV, PAVEL               
AB-1150             8:30 AM - 9:50 AM        VAN BUSKIRK                   
AB-4225             2:00 PM - 3:20 PM        ANDERSON, CORI                
AB-1150             2:00 PM - 3:20 PM        ANDERSON, CORI                
AB-4225             7:30 PM - 9:30 PM        KITZINGER-SHEDL               
AB-1150             7:30 PM - 9:30 PM                                      
AB-4225             2:00 PM - 3:20 PM                                      
AB-1150             2:00 PM - 3:20 PM        MANALANSAN                    
AB-4225             12:10 PM - 1:30 PM       TAMAS, JENNIFER; DE REVIERS DE M
AB-1150             2:00 PM - 3:20 PM        TAMAS, JENNIFER; SKIDMORE     
AB-4225             10:20 AM - 11:40 AM      TAMAS, JENNIFER; DELEGER, OUAFAA
AB-1150             10:20 AM - 11:40 AM      TAMAS, JENNIFER; STREETER     
AB-4225             10:20 AM - 11:40 AM      COAN, JAIME                   
AB-1150             10:20 AM - 11:40 AM      MCGINLEY, DUGAN               
AB-4225             12:10 PM - 1:30 PM       NAZOMBE, ELMIRA               
AB-1150             12:10 PM - 1:30 PM       DECENA, CARLOS                
AB-4225             3:50 PM - 5:10 PM        SCHULLER, KYLA                
AB-1150             3:50 PM - 5:10 PM        SCHULLER, KYLA                
AB-4225             12:10 PM - 1:30 PM       BRECHIN, STEVEN; HUMPHREY-SKOMER
AB-4450             12:10 PM - 1:30 PM       BRECHIN, STEVEN; HUMPHREY-SKOMER
AB-4225             12:10 PM - 1:30 PM       BRECHIN, STEVEN; HUMPHREY-SKOMER
AB-4400             12:10 PM - 1:30 PM       BRECHIN, STEVEN; GUO, XU      
AB-4225             12:10 PM - 1:30 PM       BRECHIN, STEVEN; GUO, XU      
AB-4450             12:10 PM - 1:30 PM       BRECHIN, STEVEN; GUO, XU      
AB-4400             12:10 PM - 1:30 PM       SPRINGER; CHANG               
AB-4450             12:10 PM - 1:30 PM       SPRINGER; CHANG               
AB-4400             7:30 PM - 8:50 PM        SPRINGER; CHANG               
AB-4450             12:10 PM - 1:30 PM       SPRINGER                      
AB-4400             12:10 PM - 1:30 PM       SPRINGER                      
AB-4400             3:50 PM - 5:10 PM        SPRINGER                      
AB-4400             3:50 PM - 5:10 PM        DUFFY, ROBERT; CHOI, HANEE    
AB-4400             8:30 AM - 11:30 AM       DUFFY, ROBERT; CHOI, HANEE    
AB-4400             8:30 AM - 11:30 AM       DUFFY, ROBERT; CHOI, HANEE    
AB-4400             10:20 AM - 11:40 AM      DUFFY, ROBERT; PETKOVA, STELLA
AB-4400             3:50 PM - 5:10 PM        DUFFY, ROBERT; PETKOVA, STELLA
AB-4400             10:20 AM - 11:40 AM      DUFFY, ROBERT; PETKOVA, STELLA
AB-4225             10:20 AM - 11:40 AM      ARTHUR                        
