Class Name                                        Building/Room       Class Times              Professor Names               
THERAPEUTIC RELATIONSHIPS               IN CLINICAL PRA..PH-115              5:55 PM - 6:50 PM        POWELL, ALISON                
01:830:453                                        PH-115              2:00 PM - 3:20 PM        GLISERMAN                     
SYSTEMS OF PSYCHOTHERAPY                          ARC-103             2:00 PM - 3:20 PM        EVANS, BRADLEY                
01:830:463                                        ARC-103             5:55 PM - 6:50 PM                                      
BEHVR PHARMACOLOGY                                ARC-103             2:00 PM - 3:20 PM        KLEIN, STACY                  
01:830:470                                        ARC-103             2:00 PM - 3:20 PM        NOVEMBER                      
HISTORY OF PSYCHOLOGY                             ARC-103             5:55 PM - 6:50 PM                                      
01:830:490                                        ARC-103             2:00 PM - 3:20 PM        ABBAS, SADIA                  
HONORS RESEARCH SEMINAR                           ARC-103             2:00 PM - 3:20 PM        ABBAS, SADIA                  
01:830:493                                        ARC-103             10:35 AM - 11:30 AM      GOLDBERG, NANCY               
INTRNSHP APPL &amp; CM PSY                        ARC-103             2:00 PM - 3:20 PM        GOLDBERG, NANCY               
01:830:494                                        ARC-103             2:00 PM - 3:20 PM        GOLDBERG, NANCY               
INTRNSHP APPL &amp; CM PSY                        SEC-111             8:45 AM - 9:40 AM        MALAMUG                       
01:830:495                                        SEC-111             2:00 PM - 3:20 PM        GOLDBERG, NANCY               
ADVANCED RESEARCH IN PSYCHOLOGY                   SEC-111             2:00 PM - 3:20 PM        ROBLES, JAVIER                
01:830:496                                        SEC-111             4:05 PM - 5:00 PM        GOLDBERG, NANCY               
ADVANCED RESEARCH IN PSYCHOLOGY                   SEC-111             2:00 PM - 3:20 PM        GOLDBERG, NANCY               
01:830:497                                        SEC-111             2:00 PM - 3:20 PM        GOLDBERG, NANCY               
HONORS RSCH IN PSYCH                              SEC-111             2:15 PM - 3:10 PM        MALAMUG                       
01:830:498                                        SEC-111             2:00 PM - 3:20 PM        ROBLES, JAVIER                
HONORS RSCH IN PSYCH                              BE-AUD              2:00 PM - 3:20 PM        GOLDBERG, NANCY               
01:840:101                                        BE-AUD              8:45 AM - 9:40 AM        NAGLE, NICOLE                 
GODS, MYTHS, AND RELIGIONS IN A SECULAR AGE       BE-AUD              2:00 PM - 3:20 PM        NAGLE, NICOLE                 
01:840:112                                        BE-AUD              2:00 PM - 3:20 PM        NAGLE, NICOLE                 
DEATH AND AFTERLIFE                               BE-AUD              5:55 PM - 6:50 PM        BRZYCKI                       
01:840:118                                        BE-AUD              2:00 PM - 3:20 PM        BRZYCKI                       
SPORTS AND RELIGION                               BE-AUD              2:00 PM - 3:20 PM        GLADIS                        
01:840:123                                        BE-AUD              5:55 PM - 6:50 PM        GALLANTE                      
THE BIBLE IN ARAMAIC                              PHY-LH              2:00 PM - 3:20 PM        GLADIS                        
01:840:201                                        PHY-LH              2:00 PM - 3:20 PM        GLADIS                        
INTRODUCTION TO THE BIBLE I: TORAH AND PROSE      PHY-LH              5:55 PM - 6:50 PM        GLADIS                        
01:840:202                                        PHY-LH              2:00 PM - 3:20 PM        GALLANTE                      
NEW TESTAMENT                                     PHY-LH              2:00 PM - 3:20 PM        SIDOSSIS                      
01:840:211                                        PHY-LH              5:55 PM - 6:50 PM        SIDOSSIS                      
RELIGION IN ASIA                                  PHY-LH              2:00 PM - 3:20 PM        DANDREA                       
01:840:212                                        PHY-LH              2:00 PM - 3:20 PM        ROSSMAN-MURPHY                
RELIGIONS OF THE WESTERN WORLD                    HLL-114             10:35 AM - 11:30 AM      ROSSMAN-MURPHY                
01:840:213                                        HLL-114             2:00 PM - 3:20 PM        MUKHERJEE                     
CHRISTIANITY: ORIGINS, HISTORY,         CONTEMPOARY ISS..HLL-114             2:00 PM - 3:20 PM        MUKHERJEE                     
01:840:226                                        HLL-114             8:45 AM - 9:40 AM        DIVINE, ADAM                  
ISLAM                                             HLL-114             2:00 PM - 3:20 PM        MUKHERJEE                     
01:840:305                                        HLL-114             2:00 PM - 3:20 PM        MUKHERJEE                     
APOCALYPSE NOW? RELIGIOUS MOVEMENTS AND THE END OF TIMEHLL-114             4:05 PM - 5:00 PM        MUKHERJEE                     
01:840:306                                        HLL-114             2:00 PM - 3:20 PM        BATTILLO                      
MINORITIES IN THE MIDDLE EAST                     BE-AUD              2:00 PM - 3:20 PM        MUKHERJEE                     
01:840:307                                        BE-AUD              2:15 PM - 3:10 PM        RUSSEK, JUSTYNA               
JESUS                                             PHY-LH              2:00 PM - 3:20 PM        RUSSEK, JUSTYNA               
01:840:311                                        PHY-LH              2:00 PM - 3:20 PM        MUKHERJEE                     
CHRISTIANS, "THE OTHER," AND VIOLENCE             HLL-114             8:45 AM - 9:40 AM        MUKHERJEE                     
01:840:319                                        HLL-114             3:50 PM - 5:10 PM        POOLE, LUKE                   
RELIG IN AM HISTORY                               TIL-232             3:50 PM - 5:10 PM        SCHLITZER                     
01:840:346                                        TIL-232             2:15 PM - 3:10 PM        DIVINE, ADAM                  
SEXUALITY W REL TRAD                              TIL-232             3:50 PM - 5:10 PM        HUMMEL                        
01:840:369                                        TIL-232             3:50 PM - 5:10 PM        MURRAY, MORGAN                
BUDDHIST PHILOSOPHY                               TIL-232             2:15 PM - 3:10 PM        MUKHERJEE                     
01:840:380                                        TIL-232             3:50 PM - 5:10 PM        ADAMSKI                       
RELIGIOUS HEALING IN THE U.S.                     TIL-232             3:50 PM - 5:10 PM        BUCKMAN                       
01:840:393                                        TIL-232             2:15 PM - 3:10 PM        DELLI PAOLI                   
TPC STDY OF RELIGION                              SEC-111             3:50 PM - 5:10 PM        DELLI PAOLI                   
01:840:394                                        SEC-111             3:50 PM - 5:10 PM        MALAMUG                       
TPC STDY OF RELIGION                              SEC-111             2:15 PM - 3:10 PM        MALAMUG                       
01:840:401                                        SEC-111             3:50 PM - 5:10 PM        DESTEFANO                     
SEMINAR OLD TEST LIT                              SEC-111             3:50 PM - 5:10 PM        DESTEFANO                     
01:840:497                                        SEC-111             5:55 PM - 6:50 PM        DESTEFANO                     
HONORS IN RELIGION                                SEC-111             3:50 PM - 5:10 PM        DESTEFANO                     
01:860:101                                        SEC-111             3:50 PM - 5:10 PM        ROBLES, JAVIER                
ELEMENTARY RUSSIAN I                              HLL-114             5:55 PM - 6:50 PM        ROBLES, JAVIER                
01:860:103                                        HLL-114             3:50 PM - 5:10 PM        SPAETH, ANDREA                
ELEMENTARY RUSSIAN CONVERSATION I                 HLL-114             3:50 PM - 5:10 PM        ROSSMAN-MURPHY                
01:860:201                                        HLL-114             5:55 PM - 6:50 PM        MURRAY, MORGAN                
INTERMEDIATE RUSSIAN I                            HLL-114             3:50 PM - 5:10 PM        DIVINE, ADAM                  
01:860:203                                        HLL-114             3:50 PM - 5:10 PM        MANFREDONIA                   
INTERMEDIATE RUSSIAN CONVERSATION I               HLL-114             5:55 PM - 6:50 PM        MANFREDONIA                   
01:860:207                                        HLL-114             3:50 PM - 5:10 PM        CAMPBELL, SARA                
ELEMENTARY RUSSIAN FOR RUSSIAN SPEAKERS           HLL-114             3:50 PM - 5:10 PM        CAMPBELL, SARA                
01:860:260                                        HLL-114             4:05 PM - 5:00 PM        MURRAY, MORGAN; MURRAY, MORGAN
INTRODUCTION TO 20TH CENTURY RUSSIAN LITERATURE   SC-115              3:50 PM - 5:10 PM        REMCHAK; MURRAY, MORGAN       
01:860:301                                        SEC-216             3:50 PM - 5:10 PM        MURRAY, MORGAN; MURRAY, MORGAN
ADVANCED RUSSIAN I                                TIL-254             4:05 PM - 5:00 PM        MURRAY, MORGAN; SNYDER, KAITLYN
01:860:319                                        TIL-254             3:50 PM - 5:10 PM        KUSHKESTANI; MURRAY, MORGAN   
SPECIAL TOPICS IN RUSSIAN STUDIES                 TIL-254             3:50 PM - 5:10 PM        DIVINE, ADAM; MURRAY, MORGAN  
01:860:320                                        TIL-254             4:05 PM - 5:00 PM        MURRAY, MORGAN; REMCHAK       
SPECIAL TOPICS IN RUSSIAN AND EAST EUROPEAN STUDIESTIL-254             3:50 PM - 5:10 PM        MURRAY, MORGAN; SNYDER, KAITLYN
01:860:331                                        TIL-254             3:50 PM - 5:10 PM        MURRAY, MORGAN; MURRAY, MORGAN
TOLSTOY                                           TIL-254             4:05 PM - 5:00 PM        KUSHKESTANI; MURRAY, MORGAN   
01:860:340                                        TIL-254             3:50 PM - 5:10 PM        MURRAY, MORGAN; MURRAY, MORGAN
NABOKOV                                           TIL-254             3:50 PM - 5:10 PM        MALIN, STEVEN                 
01:860:348                                        TIL-254             12:25 PM - 1:20 PM       NAGLE, NICOLE                 
STORIES OF RUSSIAN LIFE: MEMORY,        INVENTION, EXPE..TIL-254             3:50 PM - 5:10 PM        NAGLE, NICOLE                 
01:860:351                                        TIL-254             3:50 PM - 5:10 PM        HUNT, JOANNE                  
STRUCTURE OF RUSSIAN                              PHY-LH              12:25 PM - 1:20 PM       KOKKINOS, PETER               
01:860:407                                        PHY-LH              3:50 PM - 5:10 PM        ALDERMAN                      
CONTEMPORARY RUSSIAN CULTURE:           THE THAW  PHY-LH              3:50 PM - 5:10 PM        CAMPBELL, SARA; ANTHONY, TRACY
01:860:488                                        PHY-LH              12:25 PM - 1:20 PM       BUCKMAN                       
BROTHERS KARAMAZOV                                PHY-LH              3:50 PM - 5:10 PM        SPAETH, ANDREA                
01:860:493                                        PHY-LH              3:50 PM - 5:10 PM        HUNT, JOANNE                  
INDEP STUDY RUSSIAN                               PH-115              12:25 PM - 1:20 PM       HUNT, JOANNE                  
01:860:496                                        PH-115              3:50 PM - 5:10 PM        HUNT, JOANNE                  
HONORS RUSSIAN                                    PH-115              3:50 PM - 5:10 PM        HUNT, JOANNE                  
01:888:290                                        PH-115              12:25 PM - 1:20 PM       ISAACS, JENNY                 
INTRO CRIT SEX STDYS                              ARC-103             8:30 AM - 9:50 AM                                      
01:888:291                                        ARC-103             8:30 AM - 9:50 AM                                      
FRANCOPHILIA: LITERATURE AND SEXUALITY IN MODERN FRANCEARC-103             7:45 PM - 8:40 PM        KAHAKEU DEFFO                 
01:888:321                                        ARC-103             8:30 AM - 9:50 AM        ALAMI, MYRIAM                 
QUEER CONTEXTS                                    ARC-103             8:30 AM - 9:50 AM        KARMARKAR                     
01:888:337                                        ARC-103             7:45 PM - 8:40 PM        TROIANO, RENEE                
SEXUALITY IN THE WESTERN RELIGIOUS      TRADITIONSARC-103             8:30 AM - 9:50 AM        KUMARI, SHIVANI               
01:904:201                                        ARC-103             8:30 AM - 9:50 AM        MOZAFFARI, NEDA               
INTRO TO SOC JUSTICE                              ARC-103             7:45 PM - 8:40 PM        POWER                         
01:904:399                                        ARC-103             8:30 AM - 9:50 AM        YU, WENJING                   
SOC JUST INTERNSHIP                               ARC-103             8:30 AM - 9:50 AM        ALAMI, MYRIAM                 
01:904:493                                        ARC-103             7:45 PM - 8:40 PM        KARMARKAR                     
SOCIAL JUSTICE INDEPENDENT STUDY                  SEC-111             8:30 AM - 9:50 AM        MITCHELL                      
01:920:101                                        SEC-111             8:30 AM - 9:50 AM        PAIRET VINAS                  
INTRO TO SOCIOLOGY                                SEC-111             5:55 PM - 6:50 PM        JEAN-BAPTISTE                 
01:920:103                                        SEC-111             8:30 AM - 9:50 AM        JEAN-BAPTISTE                 
SOCIOLOGICAL ANALYSIS OF SOCIAL PROBLEMS          SEC-111             8:30 AM - 9:50 AM        SWENSON, JAMES                
01:920:108                                        SEC-111             5:55 PM - 6:50 PM        ALLAMAND                      
MINORITY GROUPS IN AMERICAN SOCIETY               SEC-111             8:30 AM - 9:50 AM        TAMAS, JENNIFER; DE REVIERS DE M
01:920:171                                        SEC-111             8:30 AM - 9:50 AM        TAMAS, JENNIFER; SKIDMORE     
TOPICS IN SOCIOLOGY                               TIL-232             5:55 PM - 6:50 PM        TAMAS, JENNIFER; DELEGER, OUAFAA
01:920:210                                        TIL-232             8:30 AM - 9:50 AM        TAMAS, JENNIFER; STREETER     
SOC OF MED &amp; HLTH CARE                        TIL-232             8:30 AM - 9:50 AM        YU, WENJING                   
01:920:215                                        TIL-232             5:55 PM - 6:50 PM        ALLAMAND                      
SIX GREAT READS: EXPLORATIONS IN        SOCIOLOGY TIL-232             8:30 AM - 9:50 AM        MITCHELL                      
01:920:222                                        TIL-232             8:30 AM - 9:50 AM        SWENSON, JAMES                
CRIMINOLOGY                                       TIL-232             8:45 AM - 9:40 AM                                      
01:920:225                                        TIL-232             8:30 AM - 9:50 AM        ALLAMAND                      
IMMIGRATION AND SOCIETY                           BRR-4071            8:30 AM - 9:50 AM                                      
01:920:227                                        BRR-4071            8:45 AM - 9:40 AM                                      
POPULATION &amp; SOCIETY                          BRR-4071            8:30 AM - 9:50 AM                                      
01:920:232                                        BRR-4071            8:30 AM - 9:50 AM                                      
SOCIOLOGY OF FOOD AND EATING                      BE-AUD              8:45 AM - 9:40 AM                                      
01:920:272                                        BE-AUD              8:30 AM - 9:50 AM        ELLISON                       
SOCIOLOGY OF THE FAMILY                           BE-AUD              8:30 AM - 9:50 AM        AXELROD, DAVID                
01:920:291                                        BE-AUD              8:45 AM - 9:40 AM        SCHINDLER                     
TOPICS IN SOCIOLOGY                               BE-AUD              8:30 AM - 9:50 AM        SCHINDLER                     
01:920:304                                        BE-AUD              8:30 AM - 9:50 AM        BERGEY                        
SOCIOLOGY OF DEVIANT BEHAVIOR                     BE-AUD              8:45 AM - 9:40 AM        BERGEY                        
01:920:306                                        BE-AUD              8:30 AM - 9:50 AM        SINGSON, ANDREW               
RACE RELATIONS                                    LSH-AUD             8:30 AM - 9:50 AM        SINGSON, ANDREW               
01:920:307                                        LSH-AUD             8:45 AM - 9:40 AM        GLODOWSKI TROTT; GLODOWSKI TROTT
SOCIOLOGY OF MENTAL ILLNESS                       HLL-116             8:30 AM - 9:50 AM        GLODOWSKI TROTT; GLODOWSKI TROTT
01:920:311                                        HLL-116             8:30 AM - 9:50 AM        GLODOWSKI TROTT; GLODOWSKI TROTT
SOCIAL RESEARCH METHODS                           EN-B120             8:45 AM - 9:40 AM        GLODOWSKI TROTT; GLODOWSKI TROTT
01:920:312                                        SEC-210             8:30 AM - 9:50 AM        GLODOWSKI TROTT; GLODOWSKI TROTT
INTRODUCTION TO STATISTICS IN SOCIOLOGY           SEC-210             8:30 AM - 9:50 AM        GLODOWSKI TROTT; GLODOWSKI TROTT
01:920:316                                        HLL-114             8:45 AM - 9:40 AM        GLODOWSKI TROTT; GLODOWSKI TROTT
SOCIAL THEORY                                     HLL-114             8:30 AM - 9:50 AM        GLODOWSKI TROTT; GLODOWSKI TROTT
01:920:318                                        HLL-114             8:30 AM - 9:50 AM        GLODOWSKI TROTT; GLODOWSKI TROTT
SOCIOLOGY OF TRAUMA &amp; COLLECTIVE MEMORY       HLL-114             8:45 AM - 9:40 AM        GLODOWSKI TROTT; GLODOWSKI TROTT
01:920:335                                        HLL-114             8:30 AM - 9:50 AM        GLODOWSKI TROTT; GLODOWSKI TROTT
HEALTH &amp; INEQUALITY                           HLL-114             8:30 AM - 9:50 AM        GLODOWSKI TROTT; GLODOWSKI TROTT
01:920:349                                        HLL-114             8:45 AM - 9:40 AM        GLODOWSKI TROTT; GLODOWSKI TROTT
LAW AND SOCIETY                                   HLL-114             8:30 AM - 9:50 AM        GLODOWSKI TROTT; GLODOWSKI TROTT
01:920:359                                        VH-105              8:30 AM - 9:50 AM        GLODOWSKI TROTT; GLODOWSKI TROTT
ENVIRON SOCIOLOGY                                 VH-105              8:45 AM - 9:40 AM        SOLIMAN, MAI; SOLIMAN, MAI    
01:920:395                                        VH-105              8:30 AM - 9:50 AM        SOLIMAN, MAI; SOLIMAN, MAI    
RESEARCH IN SOCIOLOGY                             VH-105              8:30 AM - 9:50 AM        SOLIMAN, MAI; SOLIMAN, MAI    
01:920:410                                        VH-105              8:45 AM - 9:40 AM        SOLIMAN, MAI; SOLIMAN, MAI    
SOC OF ALCOHOL PROBS                              VH-105              8:30 AM - 9:50 AM        SOLIMAN, MAI; SOLIMAN, MAI    
01:920:482                                        SEC-203             8:30 AM - 9:50 AM        SOLIMAN, MAI; SOLIMAN, MAI    
INTRNSHP &amp; FIELD WORK                         SEC-203             8:45 AM - 9:40 AM        GLODOWSKI TROTT               
01:920:492                                        TIL-226             8:30 AM - 9:50 AM        GLODOWSKI TROTT               
ADV SEM IN SOC                                    TIL-226             8:30 AM - 9:50 AM        GORDON, DEREK                 
01:920:493                                        TIL-226             12:25 PM - 1:20 PM       GORDON, DEREK                 
INDEPENDENT STUDY IN SOCIOLOGY                    TIL-226             8:30 AM - 9:50 AM        GORDON, DEREK                 
01:920:495                                        TIL-226             8:30 AM - 9:50 AM        GORDON, DEREK                 
RESEARCH IN SOCIOLOGY                             TIL-226             12:25 PM - 1:20 PM       GORDON, DEREK                 
01:920:497                                        TIL-226             8:30 AM - 9:50 AM        GORDON, DEREK                 
HONORS IN SOCIOLOGY                               TIL-226             8:30 AM - 9:50 AM        GORDON, DEREK                 
01:940:101                                        CCB-1203            12:25 PM - 1:20 PM       GORDON, DEREK                 
ELEMENTARY SPANISH                                TIL-257             8:30 AM - 9:50 AM        GORDON, DEREK                 
01:940:102                                        TIL-257             8:30 AM - 9:50 AM        GORDON, DEREK                 
ELEMENTARY SPANISH                                TIL-257             12:25 PM - 1:20 PM       VERZI, MICHAEL; YADAVALLI     
01:940:121                                        TIL-257             8:30 AM - 9:50 AM        VERZI, MICHAEL; YADAVALLI     
SPANISH REVIEW AND CONTINUATION                   TIL-257             8:30 AM - 9:50 AM        VERZI, MICHAEL; YADAVALLI     
01:940:131                                        TIL-257             10:35 AM - 11:30 AM      VERZI, MICHAEL; YADAVALLI     
INTERMEDIATE SPANISH                              BE-AUD              8:30 AM - 9:50 AM        SOLIMAN, MAI                  
01:940:132                                        BE-AUD              8:30 AM - 9:50 AM        SOLIMAN, MAI                  
INTERMEDIATE SPANISH                              TIL-257             10:35 AM - 11:30 AM      SOLIMAN, MAI                  
01:940:139                                        TIL-257             8:30 AM - 9:50 AM        SOLIMAN, MAI                  
SPANISH FOR HERITAGE SPEAKERS I                   TIL-257             8:30 AM - 9:50 AM        SOLIMAN, MAI                  
01:940:160                                        TIL-257             10:35 AM - 11:30 AM      SOLIMAN, MAI                  
SPANISH IN THE WORLD                              TIL-105             8:30 AM - 9:50 AM        HEIMAN, GARY                  
01:940:202                                        TIL-105             8:30 AM - 9:50 AM        HEIMAN, GARY                  
CULTURE AND COMPOSITION FOR HERITAGE SPEAKERS     LSH-A142            10:35 AM - 11:30 AM      HEIMAN, GARY                  
01:940:203                                        LSH-A142            8:30 AM - 9:50 AM        AXELROD, DAVID                
SPANISH CONVERSATION AND COMPOSITION              MU-210              8:30 AM - 9:50 AM        HEIMAN, GARY                  
01:940:204                                        MU-210              5:55 PM - 6:50 PM        YU, LEI                       
CULTURE AND COMPOSITION                           LSH-B269            8:30 AM - 9:50 AM        YU, LEI                       
01:940:205                                        LSH-B269            8:30 AM - 9:50 AM        JAIN, DEVANSHI                
SPANISH FOR THE HEALTH PROFESSIONS                BE-111              5:55 PM - 6:50 PM        HEIMAN, GARY                  
01:940:215                                        BE-111              8:30 AM - 9:50 AM        HEIMAN, GARY                  
INTRODUCTION TO HISPANIC LITERATURE               LSH-B117            8:30 AM - 9:50 AM        RENNERMALM, ASA               
01:940:250                                        LSH-B117            5:55 PM - 6:50 PM        ELESWARAPU                    
SPORTS IN LATIN AMERICA AND THE CARIBBEAN         LSH-B117            2:00 PM - 3:20 PM        O'KEEFE, PAUL                 
01:940:261                                        LSH-B269            2:00 PM - 3:20 PM        ELESWARAPU                    
INTRODUCTION TO THE STUDY OF LANGUAGE             LSH-B269            8:45 AM - 9:40 AM        GABRIEL                       
01:940:313                                        LSH-B117            2:00 PM - 3:20 PM        ISAACS, JENNY                 
ADVANCED SPANISH CONVERSATION AND CONTEMPORARY ISSUESLSH-B117            2:00 PM - 3:20 PM        GABRIEL                       
01:940:325                                        TIL-251             12:25 PM - 1:20 PM       GANGADHARAN ARV; CAMBRIDGE, NIA
ADVANCED GRAMMAR AND COMPOSITION                  TIL-251             2:00 PM - 3:20 PM        ROBINSON, DAVID               
01:940:326                                        BE-050              2:00 PM - 3:20 PM        ISAACS, JENNY                 
ADVANCED COMPOSITION AND INTRODUCTION TOTRANSLATION STU..TIL-251             5:55 PM - 6:50 PM        BARONE, DANIEL                
01:940:335                                        TIL-251             2:00 PM - 3:20 PM        BARONE, DANIEL                
LITERATURE AND CULTURE OF SPAIN                   LSH-B105            2:00 PM - 3:20 PM        SIEGEL, MICHAEL               
01:940:363                                        LSH-B105            4:05 PM - 5:00 PM        SIEGEL, MICHAEL               
BILINGUALISM IN THE SPANISH-SPEAKING WORLD        TIL-230             2:00 PM - 3:20 PM        MARSTON, ANDREA               
01:940:367                                        TIL-230             2:00 PM - 3:20 PM                                      
SOCIOLNG SPAN SPK WL                              TIL-207             2:15 PM - 3:10 PM                                      
01:940:389                                        TIL-207             2:00 PM - 3:20 PM                                      
SPANISH LAB FOR ORAL PROFICIENCY I                TIL-103A            2:00 PM - 3:20 PM        PLETKA, CRYSTAL               
01:940:390                                        TIL-103A            10:35 AM - 11:30 AM      HANAFI, BARI                  
TOPICS IN HISPANIC LITERATURE AND CULTURE         TIL-204             2:00 PM - 3:20 PM        ADAMO, LAUREN; DOHERTY        
01:940:401                                        TIL-204             2:00 PM - 3:20 PM        HANAFI, BARI                  
ADVANCED TRANSLATION I                            HCK-201             7:45 PM - 8:40 PM        ADAMO, LAUREN; DI MAIO        
01:940:419                                        HCK-201             2:00 PM - 3:20 PM        ADAMO, LAUREN; DORAN, KRYSTYNA
LANGUAGE VARIATION IN THE SPANISH-SPEAKING WORLD  VH-105              2:00 PM - 3:20 PM        KINNEY, SEAN                  
01:940:475                                        VH-105              7:45 PM - 8:40 PM        KINNEY, SEAN                  
INTERPRETING                                      VH-105              2:00 PM - 3:20 PM        SWISHER, CARL                 
01:940:479                                        VH-105              2:00 PM - 3:20 PM        SWISHER, CARL                 
TRANSLATION, MEDIA, AND TECHNOLOGY                AB-2125             2:15 PM - 3:10 PM        SWISHER, CARL                 
01:940:493                                        AB-2125             5:40 PM - 7:00 PM        SWISHER, CARL                 
INDEPENDENT STUDY                                 AB-2125             5:40 PM - 7:00 PM        SEVERMANN                     
01:940:497                                        AB-2125             5:55 PM - 6:50 PM        SCHLISCHE, ROY                
HONORS IN SPANISH                                 AB-2225             5:40 PM - 7:00 PM        ADAMO, LAUREN; MASIS ARCE     
01:940:499                                        AB-2225             5:40 PM - 7:00 PM        ADAMO, LAUREN; VALGARDSON     
ORAL PROFICIENCY INTERVIEW                        AB-2125             5:55 PM - 6:50 PM        DOHERTY                       
01:955:203                                        AB-2125             5:40 PM - 7:00 PM        HANAFI, BARI                  
SPORT AND THE LAW                                 HH-B2               5:40 PM - 7:00 PM        PLETKA, CRYSTAL               
01:955:204                                        HH-B2               7:45 PM - 8:40 PM        PLETKA, CRYSTAL               
RISK MANAGEMENT IN SPORT                          CA-A3               5:40 PM - 7:00 PM        OJHA, LUJENDRA                
01:955:226                                        CA-A3               5:40 PM - 7:00 PM        BROWNING, JAMES; MILLER, KENNETH
COACHING THEORY AND TECHNIQUE                     SC-123              7:45 PM - 8:40 PM        BLACK, BENJAMIN               
01:955:276                                        SC-123              2:00 PM - 3:20 PM        FEIGENSON, MARK               
BASIC STATISTICS FOR SPORT MANAGEMENT             AB-2160             2:00 PM - 3:20 PM        AUBRY                         
01:955:305                                        AB-2160             7:45 PM - 8:40 PM        REINFELDER; YEE, NATHAN       
SPORT SOCIOLOGY                                   AB-2125             2:00 PM - 3:20 PM        REINFELDER                    
01:955:306                                        AB-2125             2:00 PM - 3:20 PM        FEIBEL, CRAIG                 
FINANCE IN SPORT                                  MU-208              12:25 PM - 1:20 PM       MILLER, KENNETH               
01:955:311                                        AB-4225             4:05 PM - 5:00 PM        FALKOWSKI, PAUL               
SPORT MARKETING                                   AB-2225             4:05 PM - 5:00 PM        ADAMO, LAUREN                 
01:955:312                                        AB-2225             8:45 AM - 9:40 AM        ADAMO, LAUREN                 
FACILITIES PLANNING AND DESIGN                    AB-2160             4:05 PM - 5:00 PM        ADAMO, LAUREN                 
01:955:316                                        AB-2160             4:05 PM - 5:00 PM        CAI, CLAIRE                   
FITNESS MANAGEMENT                                VH-105              10:35 AM - 11:30 AM      PICHUGIN                      
01:955:330                                        VH-105              4:05 PM - 5:00 PM        KULKARNI                      
ORGANIZATIONAL BEHAVIOR IN SPORT MANAGEMENT       AB-4450             4:05 PM - 5:00 PM        PICHUGIN                      
01:955:332                                        AB-4450             12:25 PM - 1:20 PM                                     
LEADERSHIP DEVELOPMENT IN SPORT                   AB-4400             4:05 PM - 5:00 PM        AK, ARTUN                     
01:955:333                                        AB-4400             4:05 PM - 5:00 PM        BEHRMANN                      
EVENT MANAGEMENT AND SPONSORSHIP IN SPORT         AB-4450             7:45 PM - 8:40 PM        GALASSO                       
01:955:342                                        AB-4450             4:05 PM - 5:00 PM        TALAEIZADEH                   
INDEPENDENT STUDY IN SPORT MANAGEMENT             MU-212              4:05 PM - 5:00 PM        PICHUGIN                      
01:955:355                                        MU-212              2:15 PM - 3:10 PM        GALASSO                       
PROFESSIONAL PRESENTATIONS IN SPORT MANAGEMENT    CA-A5               4:05 PM - 5:00 PM        GALASSO                       
01:955:406                                        CA-A5               4:05 PM - 5:00 PM        WEBER                         
ADMINISTRATION IN SPORT MANAGEMENT                MU-211              5:55 PM - 6:50 PM        RENNIE                        
01:955:490                                        MU-211              4:05 PM - 5:00 PM                                      
INTERNSHIP IN SPORT MANAGEMENT                    MU-210              4:05 PM - 5:00 PM                                      
01:955:497                                        MU-210              7:45 PM - 8:40 PM                                      
INTERNSHIP 2 IN SPORT MANAGEMENT                  MU-210              4:05 PM - 5:00 PM        KOURTI                        
01:959:191                                        MU-210              4:05 PM - 5:00 PM        KOURTI                        
STUDY ABROAD-HONORS                               FH-A5               4:05 PM - 5:00 PM        KOURTI                        
01:959:193                                        FH-A5               4:05 PM - 5:00 PM        THOMAIDIS                     
STUDY ABROAD-HONORS                               MU-213              4:05 PM - 5:00 PM        KOURTI                        
01:959:301                                        MU-213              2:15 PM - 3:10 PM                                      
STDY ABROAD ARGENTIN                              MU-212              4:05 PM - 5:00 PM                                      
01:959:305                                        MU-212              4:05 PM - 5:00 PM        PHILIP, TOBIAS                
STDY ABROAD AUSTRALI                              AB-1170             12:25 PM - 1:20 PM       POWER, TIMOTHY                
01:959:311                                        AB-1170             4:05 PM - 5:00 PM        MCGLEW, JAMES                 
STDY ABROAD BELGIUM                               AB-4450             4:05 PM - 5:00 PM        YADIN-ISRAEL                  
01:959:322                                        AB-4450             10:35 AM - 11:30 AM      KABRA, ANUJA                  
STDY ABROAD CHILE                                 CI-212              4:05 PM - 5:00 PM        PARVEEN                       
01:959:325                                        CI-212              4:05 PM - 5:00 PM        KABRA, ANUJA                  
STDY ABROAD CHINA                                 FH-A5               5:55 PM - 6:50 PM        PARVEEN                       
01:959:328                                        FH-A5               7:45 PM - 8:40 PM        BOUCHARD, JACK                
STUDY ABROAD IN COSTA RICA                        MU-211              7:45 PM - 8:40 PM        HELLBECK                      
01:959:331                                        MU-211              10:35 AM - 11:30 AM      MATSUDA, MATT                 
STDY ABROAD DOMI REP                              MU-210              7:45 PM - 8:40 PM        IKEYA, CHIE                   
01:959:337                                        MU-210              7:45 PM - 8:40 PM        MITTELSTADT; SURKIS, JUDITH   
STDY ABROAD FRANCE                                FH-A1               12:25 PM - 1:20 PM       MATHEW, JOHAN                 
01:959:340                                        FH-A1               7:45 PM - 8:40 PM        COOPER, BARBARA               
STDY ABROAD GERMANY                               MU-210              7:45 PM - 8:40 PM        YADIN-ISRAEL                  
